CustomerID,frequency,recency,T,monetary_value,predicted_purchases_6m,predicted_avg_value,predicted_LTV_6m,Gender,Location,Tenure_Months,Marketing_Spend,ROI_pct,ROI_ratio,Coupon_Count,Coupon_Usage_Quartile
12441,1.0,1.0,165.0,155.5,0.2976216203746164,1166.8580395456092,347.2821804767125,F,Chicago,39,519.354,-33.13189453114591,0.6686810546885409,3,Q1
12471,8.0,222.0,234.0,1469.98375,4.272481083571328,1440.6123111765269,6154.9888482616825,F,California,11,2577.104,138.8335452609473,2.3883354526094727,19,Q4
12472,1.0,47.0,241.0,7814.75,0.3067998019235605,2546.224344855977,781.1811246547616,F,New Jersey,2,1812.279,-56.89509591763952,0.43104904082360473,16,Q4
12474,3.0,182.0,187.0,909.1966666666668,1.969824927706991,1198.4193280268446,2360.67626619314,F,New York,17,1206.074,95.73229057198311,1.9573229057198311,10,Q4
12476,0.0,0.0,114.0,0.0,0.5325460451602559,1389.001198587492,739.7070950306241,M,Chicago,14,631.122,17.205087927631137,1.1720508792763114,7,Q3
12480,0.0,0.0,34.0,0.0,0.8898342530793378,1389.001198587492,1235.980844071406,M,California,22,257.366,380.2424733925251,4.802424733925251,7,Q3
12481,3.0,113.0,151.0,3574.866666666667,2.0172266900871905,2257.242955356053,4553.370735555519,F,California,49,1898.1580000000001,139.8836522331396,2.398836522331396,12,Q4
12483,0.0,0.0,53.0,0.0,0.7661756188598176,1389.001198587492,1064.2188529248,F,New York,39,99.33800000000001,971.3109312899395,10.713109312899395,5,Q2
12484,0.0,0.0,36.0,0.0,0.874889702286711,1389.001198587492,1215.2228451080955,M,California,44,1033.04,17.635604149703354,1.1763560414970335,9,Q3
12489,0.0,0.0,37.0,0.0,0.8676117654779495,1389.001198587492,1205.113782157482,M,California,2,116.338,935.8728722837614,10.358728722837613,6,Q2
12490,0.0,0.0,10.0,0.0,1.1225435645857058,1389.001198587492,1559.214356676221,F,New York,26,543.438,186.91669641729527,2.869166964172953,9,Q3
12494,3.0,99.0,150.0,101.79,1.8840049124154403,877.7114926497027,1653.6127638355288,F,California,28,96.08500000000001,1620.9895028730066,17.209895028730067,7,Q3
12500,0.0,0.0,27.0,0.0,0.946622354921388,1389.001198587492,1314.859585595522,F,Washington DC,46,13.152000000000001,9897.411690963518,99.97411690963519,1,Q1
12501,1.0,1.0,38.0,9002.18,1.2912278700334612,2760.0704697265187,3563.879913767227,M,Chicago,8,2004.246,77.81649127737947,1.7781649127737948,10,Q4
12503,0.0,0.0,44.0,0.0,0.8199893717117804,1389.001198587492,1138.9662201366675,F,Chicago,36,1.0630000000000002,107046.39888397622,1071.4639888397624,1,Q1
12515,0.0,0.0,58.0,0.0,0.7393186427771292,1389.001198587492,1026.9144809555105,F,New York,28,127.114,707.8689058290278,8.078689058290278,3,Q1
12523,0.0,0.0,18.0,0.0,1.0318787751719125,1389.001198587492,1433.2808555107797,F,Chicago,35,99.554,1339.701926101191,14.39701926101191,4,Q1
12524,1.0,1.0,27.0,421.38,1.5293207672185989,1214.7407843647393,1857.7283083164052,F,Washington DC,20,109.55000000000001,1595.7812033924283,16.95781203392428,5,Q2
12530,0.0,0.0,38.0,0.0,0.8604588021448054,1389.001198587492,1195.1783075142923,M,California,29,246.736,384.39559185294905,4.843955918529491,6,Q2
12539,1.0,1.0,28.0,1655.36,1.505338640932422,1436.9701715014548,2163.126725028429,M,Chicago,13,3804.8,-43.14742627658671,0.5685257372341329,10,Q4
12540,1.0,98.0,120.0,1523.08,0.9462531764929089,1413.1476595235906,1337.195461677717,F,Chicago,25,979.145,36.567664817541534,1.3656766481754155,13,Q4
12551,0.0,0.0,75.0,0.0,0.6609263400827772,1389.001198587492,918.0274785530218,M,Chicago,41,504.07800000000003,82.12012397942813,1.8212012397942812,4,Q1
12553,1.0,1.0,10.0,1596.05,2.0308487036112988,1426.2889408890635,2896.577046579687,F,Chicago,8,294.34,884.0922221171729,9.84092222117173,11,Q4
12557,2.0,196.0,219.0,124.07,1.1803172779306528,1002.9236365070354,1183.7680966142957,M,New York,50,55.524,2031.9935462399967,21.319935462399965,1,Q1
12567,1.0,34.0,207.0,1474.15,0.3386923553097613,1404.3357793370403,475.6377927494314,F,Washington DC,23,3201.252,-85.14213211738935,0.1485786788261066,14,Q4
12577,0.0,0.0,89.0,0.0,0.6081205944091702,1389.001198587492,844.6802345200755,F,New Jersey,10,1779.66,-52.53698827191287,0.47463011728087134,7,Q3
12578,2.0,41.0,51.0,2461.57,2.57598877029783,1716.3666303795962,4421.341165571766,F,Chicago,8,1135.02,289.5386130263578,3.895386130263578,9,Q3
12583,1.0,213.0,251.0,1685.62,0.5843754649319214,1442.4197422033762,842.9147074770801,M,Chicago,33,390.128,116.0610639269881,2.160610639269881,12,Q4
12585,1.0,10.0,57.0,1024.17,1.0883765704859605,1323.2981777358966,1440.246732414516,F,New Jersey,4,370.15500000000003,289.0928752588823,3.890928752588823,8,Q3
12586,0.0,0.0,189.0,0.0,0.3888325667392796,1389.001198587492,540.0889012507104,M,California,3,5.696999999999999,9380.233478158863,94.80233478158863,1,Q1
12600,1.0,140.0,217.0,429.86,0.5845392861199652,1216.2679608205322,710.9564055486196,M,New York,39,232.136,206.2671905902659,3.062671905902659,5,Q2
12601,0.0,0.0,23.0,0.0,0.9826208129882272,1389.001198587492,1364.8614869976634,F,California,10,114.466,1092.3728329789312,11.923728329789313,5,Q2
12605,0.0,0.0,143.0,0.0,0.4657692237617612,1389.001198587492,646.954010070252,F,New York,37,28.319000000000003,2184.5227941320386,22.845227941320385,2,Q1
12621,2.0,76.0,150.0,774.485,1.1686066707153815,1201.4408663935046,1404.011810937517,M,California,44,514.457,172.91140191260243,2.7291140191260244,10,Q4
12626,1.0,1.0,2.0,2771.15,2.3476878665052383,1637.9145367855565,3845.312084383999,F,California,30,1254.133,206.61118752030276,3.0661118752030276,15,Q4
12643,0.0,0.0,22.0,0.0,0.9920739694221792,1389.001198587492,1377.9919326148574,M,New York,48,12.158000000000001,11234.034648913123,113.3403464891312,1,Q1
12647,3.0,121.0,196.0,626.2733333333334,1.4683541319043036,1086.040110023089,1594.691482966207,M,New York,28,921.423,73.06833918474003,1.7306833918474003,11,Q4
12649,0.0,0.0,144.0,0.0,0.4637688198937442,1389.001198587492,644.1754466999174,M,Chicago,33,1.438,44696.623553540856,447.9662355354085,2,Q1
12651,0.0,0.0,31.0,0.0,0.9132778488323244,1389.001198587492,1268.544026671505,M,New York,44,487.094,160.43105163921234,2.6043105163921236,5,Q2
12652,1.0,1.0,16.0,1476.13,1.8310695148699343,1404.692360632143,2572.089359324201,M,New York,21,543.415,373.3195365097027,4.7331953650970275,11,Q4
12662,0.0,0.0,243.0,0.0,0.3259185768378566,1389.001198587492,452.70129386971246,M,Chicago,21,549.814,-17.662828907646496,0.823371710923535,10,Q4
12665,0.0,0.0,18.0,0.0,1.0318787751719125,1389.001198587492,1433.2808555107797,F,Chicago,10,24.239999999999995,5812.874816463614,59.128748164636136,2,Q1
12666,0.0,0.0,92.0,0.0,0.5979102592763309,1389.001198587492,830.4980667825816,M,California,13,11.393999999999998,7188.907028107616,72.88907028107616,2,Q1
12668,0.0,0.0,71.0,0.0,0.6777931761845364,1389.001198587492,941.455534114744,F,California,32,1514.901,-37.85365947248408,0.6214634052751592,12,Q4
12672,0.0,0.0,10.0,0.0,1.1225435645857058,1389.001198587492,1559.214356676221,F,California,43,51.03,2955.485707772332,30.55485707772332,3,Q1
12673,0.0,0.0,0.0,0.0,1.2628819395855029,1389.001198587492,1754.14452775876,M,California,4,530.9490000000001,230.37910001878896,3.3037910001878896,5,Q2
12678,0.0,0.0,59.0,0.0,0.7341789265813142,1389.001198587492,1019.7754089991236,M,New York,27,20.298000000000002,4924.019159518787,50.24019159518787,4,Q1
12681,3.0,148.0,173.0,3499.1366666666668,1.9680250001062085,2227.1624452787964,4383.111371606346,M,Chicago,27,3201.065,36.926659458847176,1.3692665945884717,26,Q4
12682,2.0,169.0,216.0,3281.3900000000003,1.1235489994038013,1966.5890197856295,2209.5591254186465,F,Chicago,33,2283.4049999999997,-3.234024388198905,0.9676597561180109,16,Q4
12683,2.0,99.0,150.0,2599.7300000000005,1.3402166128523658,1758.5353080409582,2356.818234123945,M,Chicago,15,1879.162,25.418576691309468,1.2541857669130947,11,Q4
12686,0.0,0.0,221.0,0.0,0.3488915073914823,1389.001198587492,484.6107219437658,M,Chicago,30,95.858,405.55062899681377,5.055506289968138,3,Q1
12691,0.0,0.0,73.0,0.0,0.6692504336854147,1389.001198587492,929.5896545442398,F,California,7,296.574,213.4427342060463,3.134427342060463,5,Q2
12705,0.0,0.0,73.0,0.0,0.6692504336854147,1389.001198587492,929.5896545442398,F,New Jersey,45,493.314,88.4377201020526,1.884377201020526,5,Q2
12708,2.0,179.0,189.0,1306.495,1.335645746451025,1363.8189657176292,1821.579000489988,F,California,25,649.279,180.55412241732566,2.8055412241732567,9,Q3
12709,1.0,91.0,166.0,1129.49,0.6679629149011523,1342.2654211703436,896.5835232959656,M,Washington DC,36,702.1,27.700259691776896,1.277002596917769,15,Q4
12712,4.0,197.0,215.0,168.1075,2.289371506820896,818.0052427339899,1872.7178951453072,M,Chicago,37,936.4490000000001,99.98076725430933,1.999807672543093,12,Q4
12720,1.0,118.0,192.0,1771.67,0.6277623384032087,1457.9166212152843,915.225147331012,F,Chicago,20,1675.313,-45.369901186762604,0.546300988132374,14,Q4
12721,1.0,85.0,150.0,2080.8,0.727080960265646,1513.5883261420845,1100.5012536182585,F,California,5,194.47500000000002,465.8831487945794,5.658831487945794,6,Q2
12724,0.0,0.0,19.0,0.0,1.021615828463983,1389.001198587492,1419.0256102324258,M,California,19,105.808,1241.1326272421989,13.411326272421988,4,Q1
12725,1.0,1.0,213.0,3469.24,0.1981919620531833,1763.6346561280657,349.53821284301256,F,New Jersey,48,962.558,-63.686529763088295,0.36313470236911705,7,Q3
12726,0.0,0.0,74.0,0.0,0.6650615954947381,1389.001198587492,923.7713532767008,M,Chicago,25,456.63500000000005,102.2997258809992,2.022997258809992,11,Q4
12728,0.0,0.0,21.0,0.0,1.0017200247584062,1389.001198587492,1391.390315038518,F,California,5,109.104,1175.2880875481358,12.752880875481358,5,Q2
12731,0.0,0.0,138.0,0.0,0.4760404316327337,1389.001198587492,661.2207301139741,F,California,28,2283.065,-71.03802431757421,0.2896197568242578,10,Q4
12734,0.0,0.0,58.0,0.0,0.7393186427771292,1389.001198587492,1026.9144809555105,F,California,27,7.994999999999999,12744.458798693066,128.44458798693066,2,Q1
12735,0.0,0.0,42.0,0.0,0.8330326978601483,1389.001198587492,1157.083415790318,M,Washington DC,5,502.29400000000004,130.35979243039293,2.3035979243039293,11,Q4
12736,0.0,0.0,24.0,0.0,0.973354634039268,1389.001198587492,1351.9907533312328,F,New York,3,28.37,4665.564868985664,47.65564868985663,2,Q1
12738,0.0,0.0,222.0,0.0,0.3477765080966738,1389.001198587492,483.0619865868525,M,New York,42,177.857,171.6013351101461,2.716013351101461,2,Q1
12747,1.0,73.0,192.0,260.2,0.5137922446281916,1185.7136262108827,609.210465497122,F,Chicago,9,490.25,24.26526578217684,1.2426526578217685,8,Q3
12748,32.0,240.0,244.0,2580.949375,16.596874809782893,2432.489349401025,40371.721208139046,F,Chicago,28,11937.033,238.205659715769,3.38205659715769,31,Q4
12753,1.0,88.0,127.0,165.66,0.8692420934819025,1168.6877698275498,1015.8726036715952,F,New York,13,395.894,156.60217221569292,2.566021722156929,5,Q2
12755,0.0,0.0,150.0,0.0,0.4521237584734096,1389.001198587492,628.0004424294476,F,Chicago,37,4.997999999999999,12465.034862533967,125.65034862533967,1,Q1
12763,1.0,1.0,192.0,102.12,0.2351066459914147,1157.244751902894,272.0759322110562,F,California,48,324.20700000000005,-16.07956268339173,0.8392043731660828,4,Q1
12766,2.0,128.0,157.0,1159.1999999999998,1.4265910232684966,1318.8621375754008,1881.476886393768,F,Chicago,22,525.503,258.0335195791019,3.5803351957910188,13,Q4
12779,1.0,215.0,217.0,894.5899999999999,0.6849617517168333,1299.961912978627,890.4241890790059,F,California,28,681.449,30.66629917704861,1.3066629917704862,7,Q3
12782,1.0,24.0,75.0,61.98,0.9925628361933528,1150.0158765567232,1141.463020102526,F,Chicago,19,709.3050000000001,60.926966552121556,1.6092696655212155,11,Q4
12785,0.0,0.0,132.0,0.0,0.4889913538147868,1389.001198587492,679.2095765476593,F,New Jersey,36,70.021,870.0083925503195,9.700083925503195,4,Q1
12791,0.0,0.0,249.0,0.0,0.3201736923733579,1389.001198587492,444.72164246277714,F,Washington DC,26,14.030000000000001,3069.7907516947766,31.69790751694776,2,Q1
12793,1.0,182.0,213.0,1449.9,0.6599839885885017,1399.9685589298497,923.9568334210188,F,Chicago,39,463.194,99.47512995008977,1.9947512995008976,7,Q3
12797,1.0,51.0,150.0,54.96,0.6043926366831475,1148.7516337831778,694.2970288362883,M,California,34,41.007,1593.118318424387,16.931183184243867,6,Q2
12808,0.0,0.0,189.0,0.0,0.3888325667392796,1389.001198587492,540.0889012507104,M,California,32,167.397,222.6395343110751,3.226395343110751,4,Q1
12826,0.0,0.0,143.0,0.0,0.4657692237617612,1389.001198587492,646.954010070252,M,California,33,1782.0819999999999,-63.69673168404978,0.3630326831595022,14,Q4
12829,1.0,62.0,100.0,165.26999999999998,0.9734907751894876,1168.6175341179085,1137.6383891884702,M,New Jersey,15,246.651,361.23404696857915,4.612340469685791,7,Q3
12838,0.0,0.0,247.0,0.0,0.3220658085890753,1389.001198587492,447.3497941542754,F,California,31,427.15500000000003,4.7277438293536,1.047277438293536,11,Q4
12839,2.0,96.0,168.0,1179.815,1.145904347248502,1325.1541706529122,1518.4999249256553,F,California,45,1020.717,48.767966529964255,1.4876796652996427,7,Q3
12841,2.0,177.0,220.0,1426.9499999999998,1.1233254064309812,1400.5837896008031,1573.311354693966,F,California,19,2577.405,-38.957542384919485,0.6104245761508051,18,Q4
12855,0.0,0.0,235.0,0.0,0.333910231185839,1389.001198587492,463.8017113377569,F,New York,33,89.03300000000002,420.932363660392,5.20932363660392,1,Q1
12865,0.0,0.0,96.0,0.0,0.5848303796649361,1389.001198587492,812.3300983249742,M,New Jersey,34,71.4,1037.7172245447816,11.377172245447817,1,Q1
12867,1.0,1.0,100.0,3909.21,0.5764780825622091,1842.8695411817464,1062.3738995127512,M,Chicago,32,1008.573,5.334358495889861,1.0533435849588986,6,Q2
12868,1.0,228.0,243.0,1108.75,0.6203999028454766,1338.5303221499255,830.4240818175383,F,California,8,941.996,-11.844202967152905,0.8815579703284709,11,Q4
12870,0.0,0.0,156.0,0.0,0.4410578679357981,1389.001198587492,612.6299072092673,F,California,28,3.415,17839.382348734038,179.39382348734037,1,Q1
12872,1.0,142.0,144.0,1800.34,0.8960206573540003,1463.0798463317446,1310.9497656715596,M,New Jersey,20,630.481,107.92851262314956,2.0792851262314955,12,Q4
12875,0.0,0.0,126.0,0.0,0.5026805220966252,1389.001198587492,698.2238476987985,F,New Jersey,24,0.24,290826.6032078327,2909.2660320783275,1,Q1
12877,1.0,77.0,86.0,222.96,1.1651952414551034,1179.007016397943,1373.7733651490623,F,New Jersey,23,388.829,253.31041798555725,3.5331041798555725,6,Q2
12913,0.0,0.0,175.0,0.0,0.4093766767470278,1389.001198587492,568.6246946753859,F,New York,21,20.628,2656.567261369914,27.56567261369914,3,Q1
12915,0.0,0.0,230.0,0.0,0.3391091834250523,1389.001198587492,471.0230622294233,F,Washington DC,3,112.39,319.09695011070676,4.190969501107068,5,Q2
12921,2.0,189.0,240.0,2223.49,1.043014700819931,1643.7007446122466,1714.4040403792403,M,New York,49,1029.46,66.53430345804988,1.6653430345804987,12,Q4
12924,0.0,0.0,4.0,0.0,1.202483742334164,1389.001198587492,1670.2513593841268,M,California,45,4.605,36170.38782593109,362.7038782593109,2,Q1
12928,0.0,0.0,90.0,0.0,0.6046776606743685,1389.001198587492,839.8979954357785,F,Chicago,21,86.493,871.0589243473792,9.710589243473791,5,Q2
12931,1.0,4.0,76.0,8.39,0.7999814936192895,1140.3647696857397,912.270711724015,F,New York,44,5.814,15590.930714207343,156.90930714207343,2,Q1
12939,0.0,0.0,32.0,0.0,0.905321284154208,1389.001198587492,1257.492348796962,F,Chicago,19,38.448,3170.631369114029,32.706313691140295,3,Q1
12942,0.0,0.0,151.0,0.0,0.4502404305611768,1389.001198587492,625.3844977020229,F,New Jersey,4,70.845,782.7503672835386,8.827503672835386,5,Q2
12944,1.0,1.0,66.0,1026.87,0.8731282898803309,1323.784424956491,1155.833631132478,F,California,43,101.777,1035.6530759724476,11.356530759724476,4,Q1
12947,3.0,199.0,238.0,1386.46,1.5545302458029833,1387.991815915904,2157.6752587682795,M,California,48,754.181,186.09514940952894,2.860951494095289,10,Q4
12951,0.0,0.0,14.0,0.0,1.0751993196739098,1389.001198587492,1493.4531437475166,F,New York,18,101.853,1366.282921217359,14.662829212173591,6,Q2
12957,1.0,15.0,54.0,29.4,1.1835917095332056,1144.1484934282169,1354.2046712965448,F,Chicago,44,90.90299999999999,1389.7249499978493,14.897249499978493,7,Q3
12963,1.0,1.0,152.0,200.22,0.3358365443286628,1174.9117342511588,394.5782967221055,M,New York,9,59.291000000000004,565.4944202696961,6.65494420269696,5,Q2
12967,2.0,143.0,221.0,185.095,0.998357814495243,1021.549458411238,1019.8718846982424,F,New York,34,211.64800000000002,381.87173264015837,4.8187173264015835,6,Q2
12971,11.0,207.0,223.0,283.19,5.948872351584195,606.8926924140783,3610.3271582806015,F,Washington DC,43,733.163,392.431718223724,4.92431718223724,16,Q4
12980,2.0,70.0,87.0,166.09,2.013371534741937,1015.748823502768,2045.0797676880852,M,California,23,247.51500000000001,726.2447801903259,8.262447801903258,5,Q2
12989,1.0,129.0,133.0,20.59,0.9357656492083832,1142.5618867565736,1069.17016572152,F,California,5,17.18,6123.342058914553,62.233420589145524,2,Q1
13000,0.0,0.0,138.0,0.0,0.4760404316327337,1389.001198587492,661.2207301139741,M,New Jersey,32,84.634,681.2708014674647,7.812708014674648,6,Q2
13004,1.0,50.0,77.0,1143.02,1.1403623357486246,1344.702060020211,1533.4475820506352,F,California,37,1316.707,16.460805786757046,1.1646080578675704,11,Q4
13008,0.0,0.0,110.0,0.0,0.5433231639401512,1389.001198587492,754.6765259332184,F,Chicago,48,607.265,24.274661957006973,1.2427466195700698,6,Q2
13011,0.0,0.0,222.0,0.0,0.3477765080966738,1389.001198587492,483.0619865868525,F,New York,18,21.336,2164.0700533692,22.640700533692,3,Q1
13013,0.0,0.0,218.0,0.0,0.352280285277881,1389.001198587492,489.31773848972034,M,Chicago,13,912.028,-46.34838639935174,0.5365161360064826,6,Q2
13021,1.0,56.0,144.0,565.91,0.6548747356568059,1240.7694179915966,812.5485446182956,M,Chicago,29,277.497,192.81345189976668,2.928134518997667,4,Q1
13027,0.0,0.0,64.0,0.0,0.7095482664901258,1389.001198587492,985.5633926104618,F,New York,15,16.775,5775.191610196494,58.751916101964945,4,Q1
13029,0.0,0.0,59.0,0.0,0.7341789265813142,1389.001198587492,1019.7754089991236,F,New York,35,0.9990000000000001,101979.62052043277,1020.7962052043277,1,Q1
13030,0.0,0.0,178.0,0.0,0.4047912190099484,1389.001198587492,562.2554883825104,M,California,39,607.821,-7.496534607637711,0.9250346539236228,7,Q3
13033,0.0,0.0,74.0,0.0,0.6650615954947381,1389.001198587492,923.7713532767008,M,California,50,182.10000000000002,407.287947982812,5.07287947982812,3,Q1
13034,0.0,0.0,193.0,0.0,0.3833407434134088,1389.001198587492,532.460752068645,F,Chicago,40,34.166,1458.4521221935404,15.584521221935404,4,Q1
13047,1.0,212.0,251.0,11.06,0.5833502696151944,1140.8456141594384,665.5125966092204,M,California,43,727.563,-8.528526518085663,0.9147147348191433,11,Q4
13048,0.0,0.0,3.0,0.0,1.2170005625344125,1389.001198587492,1690.4152400419507,M,Chicago,45,916.899,84.36220783771721,1.8436220783771722,5,Q2
13050,5.0,104.0,166.0,947.838,2.465251977956945,1158.0917340292986,2854.987937971317,F,Chicago,10,2245.462,27.144789712376205,1.2714478971237622,16,Q4
13064,0.0,0.0,3.0,0.0,1.2170005625344125,1389.001198587492,1690.4152400419507,M,New Jersey,15,53.985,3031.268389445125,31.31268389445125,3,Q1
13065,1.0,1.0,237.0,662.54,0.1649900681757506,1258.1716657419822,207.5858289075674,F,Chicago,32,143.523,44.635932155520294,1.4463593215552029,4,Q1
13069,2.0,178.0,209.0,1533.44,1.19522026267037,1433.0862684959857,1712.8537462610725,F,New York,38,2042.897,-16.155648265131695,0.838443517348683,13,Q4
13077,0.0,0.0,155.0,0.0,0.4428638277938175,1389.001198587492,615.1383876166572,F,New York,45,151.996,304.70695782563826,4.047069578256383,4,Q1
13078,6.0,153.0,166.0,362.495,4.028823954792838,805.3572859282986,3244.642725714874,F,California,28,1157.561,180.2999345792467,2.8029993457924673,11,Q4
13081,5.0,203.0,212.0,4263.678,2.918065823014921,2893.637313107771,8443.824147580512,F,New York,5,2795.7380000000003,202.0248731311915,3.020248731311915,19,Q4
13082,0.0,0.0,47.0,0.0,0.8012000714254682,1389.001198587492,1112.8678595183594,M,Chicago,45,102.799,982.566814383758,10.82566814383758,2,Q1
13089,11.0,197.0,211.0,1053.0709090909093,6.209987728186476,1151.4073514351228,7150.225522555806,F,New Jersey,25,6316.709,13.195423796723988,1.1319542379672398,25,Q4
13090,3.0,227.0,236.0,187.47666666666663,1.6689590399082146,911.7468635747416,1521.668170071027,M,New Jersey,4,187.073,713.4087602545673,8.134087602545673,8,Q3
13092,0.0,0.0,94.0,0.0,0.5912962499716716,1389.001198587492,821.3111999309411,F,Washington DC,2,84.279,874.5146476950856,9.745146476950856,5,Q2
13093,4.0,228.0,240.0,1655.395,2.1517489322241388,1513.590082490297,3256.8658438235425,M,California,35,2666.543,22.138133299314593,1.221381332993146,24,Q4
13094,2.0,149.0,189.0,82.49,1.2401496297992256,990.2327446630908,1228.036771709003,M,Washington DC,10,78.77199999999999,1458.9762500749036,15.589762500749037,5,Q2
13097,1.0,55.0,100.0,2209.61,0.941382332342082,1536.7859203957032,1446.7031140525803,M,California,33,530.919,172.4903637000334,2.724903637000334,12,Q4
13102,4.0,125.0,145.0,1158.2825,2.894351267850389,1281.0970919599808,3707.944992353817,F,New York,10,1591.864,132.93101623969238,2.329310162396924,18,Q4
13104,0.0,0.0,65.0,0.0,0.7048251949762043,1389.001198587492,979.0030406166104,F,New York,20,11.9,8126.916307702608,82.26916307702608,1,Q1
13107,1.0,21.0,26.0,93.39,1.7935871767229374,1155.6725525563054,2072.7994707556545,F,California,20,519.047,299.34716331192635,3.9934716331192637,9,Q3
13108,0.0,0.0,234.0,0.0,0.3349371032671074,1389.001198587492,465.2280378894348,F,Chicago,45,46.098,909.2152325251308,10.092152325251309,5,Q2
13113,2.0,141.0,158.0,8339.39,1.470947538594706,3510.372832836929,5163.574278011206,M,New Jersey,44,2514.913,105.31820695233615,2.053182069523362,16,Q4
13115,1.0,116.0,155.0,125.0,0.7837422331265207,1161.365246868524,910.21099205627,F,Chicago,26,36.112,2420.522242069866,25.205222420698657,2,Q1
13117,1.0,85.0,229.0,410.43,0.4364949199883156,1212.768781747884,529.3674123533697,M,New Jersey,30,200.112,164.5355662595795,2.6453556625957946,7,Q3
13124,1.0,1.0,92.0,244.0,0.6324286333568464,1182.796142887316,748.0341481859746,M,New York,4,1263.5520000000001,-40.79910061588487,0.5920089938411514,5,Q2
13126,2.0,141.0,164.0,730.5600000000001,1.415723457479626,1188.034242433782,1681.927945302542,F,Washington DC,37,404.738,315.5596818936057,4.155596818936058,12,Q4
13136,0.0,0.0,143.0,0.0,0.4657692237617612,1389.001198587492,646.954010070252,F,California,48,21.898,2854.397707874016,29.54397707874016,3,Q1
13138,1.0,1.0,227.0,289.48,0.1778314458507282,1190.9867071808849,211.79488812697457,F,California,21,146.89900000000003,44.17721572439195,1.4417721572439195,3,Q1
13140,0.0,0.0,155.0,0.0,0.4428638277938175,1389.001198587492,615.1383876166572,M,New York,34,41.352999999999994,1387.5302580626733,14.875302580626732,4,Q1
13144,0.0,0.0,23.0,0.0,0.9826208129882272,1389.001198587492,1364.8614869976634,M,California,38,6.398,21232.627180332347,213.32627180332346,1,Q1
