"customer_id","customer_gender","customer_location","customer_tenure_months","transaction_id","transaction_date","produkt_sku","product_category","quantity","avg_price","delivery_charges","coupon_status","discount_pct","gst_onsale","offline_spend_that_day","online_spend_that_day","transaction_year","transaction_month","transaction_month_str","transaction_day_of_month","transaction_day_of_week"
12567,F,Washington DC,23,47858,2019-12-21,GGOEAFKA087499,Accessories,1,2.44,6.5,Clicked,30,0.1,4500,3112.73,2019.0,12.0,dec,21.0,saturday
12836,M,Illinois,6,45798,2019-12-05,GGOEGFKA086699,Accessories,1,5.09,6.0,Used,30,0.1,3500,2973.53,2019.0,12.0,dec,5.0,thursday
15005,F,New York,30,46721,2019-12-13,GGOEAFKA087599,Accessories,1,3.05,6.0,Clicked,30,0.1,4000,3100.42,2019.0,12.0,dec,13.0,friday
14606,F,Illinois,33,47424,2019-12-18,GGOEAFKA087499,Accessories,1,3.05,6.0,Used,30,0.1,4500,663.46,2019.0,12.0,dec,18.0,wednesday
17337,F,California,44,47053,2019-12-15,GGOEAFKA087499,Accessories,1,2.44,6.5,Not Used,30,0.1,4000,3577.45,2019.0,12.0,dec,15.0,sunday
15203,M,California,19,45944,2019-12-07,GGOEAFKA087599,Accessories,1,3.05,6.0,Clicked,30,0.1,3500,3396.14,2019.0,12.0,dec,7.0,saturday
14606,F,Illinois,33,47424,2019-12-18,GGOEGFKA086699,Accessories,1,5.09,6.0,Clicked,30,0.1,4500,663.46,2019.0,12.0,dec,18.0,wednesday
12836,M,Illinois,6,45808,2019-12-06,GGOEAFKA087499,Accessories,3,2.44,6.5,Not Used,30,0.1,3500,1957.58,2019.0,12.0,dec,6.0,friday
17672,M,California,39,47436,2019-12-18,GGOEGFKA086699,Accessories,2,5.09,6.0,Not Used,30,0.1,4500,663.46,2019.0,12.0,dec,18.0,wednesday
13539,M,New York,24,47562,2019-12-19,GGOEAFKA087599,Accessories,1,2.44,6.5,Clicked,30,0.1,4500,2829.71,2019.0,12.0,dec,19.0,thursday
17147,F,Illinois,24,45560,2019-12-04,GGOEAFKA087599,Accessories,4,2.44,6.5,Not Used,30,0.1,3500,909.19,2019.0,12.0,dec,4.0,wednesday
13800,F,California,27,47279,2019-12-18,GGOEAFKA087599,Accessories,1,2.44,6.5,Not Used,30,0.1,4500,663.46,2019.0,12.0,dec,18.0,wednesday
14496,F,California,47,45559,2019-12-04,GGOEAFKA087599,Accessories,1,2.44,6.5,Used,30,0.1,3500,909.19,2019.0,12.0,dec,4.0,wednesday
14496,F,California,47,45559,2019-12-04,GGOEAFKA087499,Accessories,1,2.44,6.5,Used,30,0.1,3500,909.19,2019.0,12.0,dec,4.0,wednesday
16110,M,Illinois,29,46221,2019-12-09,GGOEWCKQ085457,Accessories,1,13.85,6.5,Clicked,30,0.1,3500,2481.51,2019.0,12.0,dec,9.0,monday
14194,M,Illinois,19,48197,2019-12-27,GGOEGFKA086699,Accessories,1,4.07,6.5,Used,30,0.1,4000,3396.87,2019.0,12.0,dec,27.0,friday
14606,F,Illinois,33,47424,2019-12-18,GGOEAFKA087599,Accessories,1,3.05,6.0,Used,30,0.1,4500,663.46,2019.0,12.0,dec,18.0,wednesday
14911,F,California,34,45551,2019-12-04,GGOEAFKA087499,Accessories,1,2.44,6.5,Clicked,30,0.1,3500,909.19,2019.0,12.0,dec,4.0,wednesday
16030,F,New York,50,47150,2019-12-16,GGOEGFKA086699,Accessories,1,4.07,6.5,Clicked,30,0.1,4000,3116.98,2019.0,12.0,dec,16.0,monday
14180,F,California,11,46253,2019-12-09,GGOEGFKA086699,Accessories,2,5.09,6.0,Clicked,30,0.1,3500,2481.51,2019.0,12.0,dec,9.0,monday
17362,F,California,46,47087,2019-12-16,GGOEGFKA086699,Accessories,1,4.07,6.5,Not Used,30,0.1,4000,3116.98,2019.0,12.0,dec,16.0,monday
17863,F,Illinois,50,46422,2019-12-11,GGOEAFKA087499,Accessories,1,2.44,6.5,Used,30,0.1,4000,1612.93,2019.0,12.0,dec,11.0,wednesday
15203,M,California,19,45943,2019-12-07,GGOEAFKA087599,Accessories,1,3.05,6.0,Used,30,0.1,3500,3396.14,2019.0,12.0,dec,7.0,saturday
16011,M,New Jersey,10,46266,2019-12-09,GGOEGFKA086699,Accessories,1,5.09,6.0,Clicked,30,0.1,3500,2481.51,2019.0,12.0,dec,9.0,monday
15039,F,Illinois,19,45732,2019-12-05,GGOEWCKQ085457,Accessories,5,13.85,44.22,Clicked,30,0.1,3500,2973.53,2019.0,12.0,dec,5.0,thursday
12754,F,California,11,47773,2019-12-21,GGOEAFKA087499,Accessories,5,2.44,12.48,Clicked,30,0.1,4500,3112.73,2019.0,12.0,dec,21.0,saturday
18178,F,New York,33,47496,2019-12-19,GGOEGFKA086699,Accessories,2,4.07,6.5,Clicked,30,0.1,4500,2829.71,2019.0,12.0,dec,19.0,thursday
17376,F,New Jersey,34,46246,2019-12-09,GGOEGFKA086699,Accessories,1,5.09,6.0,Clicked,30,0.1,3500,2481.51,2019.0,12.0,dec,9.0,monday
17147,F,Illinois,24,45560,2019-12-04,GGOEAFKA087499,Accessories,8,2.44,6.5,Not Used,30,0.1,3500,909.19,2019.0,12.0,dec,4.0,wednesday
15005,F,New York,30,46718,2019-12-13,GGOEAFKA087599,Accessories,51,2.39,18.96,Used,30,0.1,4000,3100.42,2019.0,12.0,dec,13.0,friday
16419,F,California,50,45929,2019-12-06,GGOEGFKA086699,Accessories,1,5.09,6.0,Clicked,30,0.1,3500,1957.58,2019.0,12.0,dec,6.0,friday
12682,F,Illinois,33,46282,2019-12-10,GGOEGFKA086699,Accessories,1,5.09,6.0,Used,30,0.1,4000,3897.2,2019.0,12.0,dec,10.0,tuesday
17511,F,Illinois,25,45674,2019-12-05,GGOEAFKA087499,Accessories,1,2.44,6.5,Clicked,30,0.1,3500,2973.53,2019.0,12.0,dec,5.0,thursday
14438,F,New York,41,48441,2019-12-30,GGOEAFKA087599,Accessories,2,3.05,6.0,Used,30,0.1,4000,674.31,2019.0,12.0,dec,30.0,monday
15719,F,Illinois,16,47320,2019-12-18,GGOEGFKA086699,Accessories,1,5.09,6.0,Used,30,0.1,4500,663.46,2019.0,12.0,dec,18.0,wednesday
15203,M,California,19,45944,2019-12-07,GGOEAFKA087499,Accessories,1,3.05,6.0,Clicked,30,0.1,3500,3396.14,2019.0,12.0,dec,7.0,saturday
17507,F,California,25,47599,2019-12-19,GGOEGFKA086699,Accessories,1,5.09,6.0,Not Used,30,0.1,4500,2829.71,2019.0,12.0,dec,19.0,thursday
17337,F,California,44,46958,2019-12-15,GGOEGFKA086699,Accessories,1,4.07,6.5,Clicked,30,0.1,4000,3577.45,2019.0,12.0,dec,15.0,sunday
13309,M,Illinois,14,47967,2019-12-23,GGOEAFKA087499,Accessories,1,3.05,6.0,Clicked,30,0.1,4500,2199.69,2019.0,12.0,dec,23.0,monday
16725,F,Illinois,48,48123,2019-12-26,GGOEAFKA087499,Accessories,1,2.44,6.5,Used,30,0.1,4000,1881.66,2019.0,12.0,dec,26.0,thursday
14665,F,Illinois,4,46392,2019-12-11,GGOEGFKA086699,Accessories,51,3.99,37.51,Used,30,0.1,4000,1612.93,2019.0,12.0,dec,11.0,wednesday
13800,F,California,27,47282,2019-12-18,GGOEGFKA086699,Accessories,1,5.09,6.0,Clicked,30,0.1,4500,663.46,2019.0,12.0,dec,18.0,wednesday
15270,F,Illinois,36,46697,2019-12-13,GGOEGFKA086699,Accessories,3,4.07,6.5,Clicked,30,0.1,4000,3100.42,2019.0,12.0,dec,13.0,friday
12410,M,California,8,47784,2019-12-21,GGOEAFKA087499,Accessories,5,2.44,12.48,Clicked,30,0.1,4500,3112.73,2019.0,12.0,dec,21.0,saturday
15005,F,New York,30,46721,2019-12-13,GGOEGFKA086699,Accessories,1,5.09,6.0,Clicked,30,0.1,4000,3100.42,2019.0,12.0,dec,13.0,friday
17337,F,California,44,46889,2019-12-14,GGOEGFKA086699,Accessories,5,4.07,6.5,Used,30,0.1,4000,3434.31,2019.0,12.0,dec,14.0,saturday
14031,F,Illinois,17,19075,2019-01-29,GGOEGBPB081999,Accessories,1,51.57,6.5,Clicked,10,0.1,700,836.13,2019.0,1.0,jan,29.0,tuesday
17975,M,Illinois,6,33037,2019-07-18,GGOEGBPB082099,Accessories,1,33.59,12.91,Used,10,0.1,2000,2408.61,2019.0,7.0,jul,18.0,thursday
14643,F,Washington DC,4,32452,2019-07-12,GGOEWCKQ085457,Accessories,1,13.59,6.5,Not Used,10,0.1,2500,923.4,2019.0,7.0,jul,12.0,friday
15464,F,Illinois,40,33702,2019-07-25,GGOEGBPB082099,Accessories,1,41.99,6.0,Used,10,0.1,2500,1169.05,2019.0,7.0,jul,25.0,thursday
15640,F,California,30,31880,2019-07-05,GGOEGBPB082099,Accessories,20,47.99,42.28,Used,10,0.1,2000,2103.13,2019.0,7.0,jul,5.0,friday
15640,F,California,30,31880,2019-07-05,GGOEGBPB081999,Accessories,20,39.99,42.28,Not Used,10,0.1,2000,2103.13,2019.0,7.0,jul,5.0,friday
15640,F,California,30,31878,2019-07-05,GGOEWCKQ085457,Accessories,1,13.59,6.5,Clicked,10,0.1,2000,2103.13,2019.0,7.0,jul,5.0,friday
13767,F,Illinois,29,29394,2019-06-01,GGOEWCKQ085457,Accessories,1,13.59,6.0,Clicked,30,0.1,500,320.25,2019.0,6.0,jun,1.0,saturday
12471,F,California,11,31297,2019-06-26,GGOEGBPB081999,Accessories,1,39.99,19.99,Clicked,30,0.1,1500,1478.19,2019.0,6.0,jun,26.0,wednesday
14032,M,New York,50,31610,2019-06-29,GGOEWCKQ085457,Accessories,1,16.99,6.0,Clicked,30,0.1,1500,2652.13,2019.0,6.0,jun,29.0,saturday
14527,M,California,43,29788,2019-06-07,GGOEWCKQ085457,Accessories,1,13.59,6.0,Clicked,30,0.1,3500,1694.16,2019.0,6.0,jun,7.0,friday
17841,M,California,21,29340,2019-06-01,GGOEGBPB082099,Accessories,1,59.99,6.0,Used,30,0.1,500,320.25,2019.0,6.0,jun,1.0,saturday
17894,F,California,37,29813,2019-06-07,GGOEWCKQ085457,Accessories,1,13.59,6.0,Clicked,30,0.1,3500,1694.16,2019.0,6.0,jun,7.0,friday
17841,M,California,21,29340,2019-06-01,GGOEGBPB081999,Accessories,1,49.99,6.0,Clicked,30,0.1,500,320.25,2019.0,6.0,jun,1.0,saturday
14748,F,Illinois,31,22006,2019-03-04,GGOEGBPB082099,Accessories,1,59.99,6.5,Clicked,30,0.1,4000,642.34,2019.0,3.0,mar,4.0,monday
14448,F,California,42,27066,2019-05-02,GGOEWCKQ085457,Accessories,1,13.59,6.0,Not Used,20,0.1,3000,732.47,2019.0,5.0,may,2.0,thursday
16367,M,California,20,27406,2019-05-06,GGOEWCKQ085457,Accessories,1,16.99,6.0,Used,20,0.1,3000,2100.89,2019.0,5.0,may,6.0,monday
13069,F,New York,38,27963,2019-05-13,GGOEWCKQ085457,Accessories,1,16.99,6.0,Used,20,0.1,3000,2697.6,2019.0,5.0,may,13.0,monday
16442,F,New York,46,28664,2019-05-22,GGOEWCKQ085457,Accessories,1,13.59,6.0,Clicked,20,0.1,1000,979.08,2019.0,5.0,may,22.0,wednesday
16531,M,New Jersey,28,29140,2019-05-30,GGOEGBPB081999,Accessories,1,39.99,13.35,Used,20,0.1,500,1262.38,2019.0,5.0,may,30.0,thursday
17611,M,New York,26,28234,2019-05-17,GGOEGBPB081999,Accessories,1,39.99,12.48,Used,20,0.1,2500,3052.49,2019.0,5.0,may,17.0,friday
17068,F,Washington DC,31,45063,2019-11-28,GGOEAFKA087599,Accessories,1,2.99,6.0,Clicked,20,0.1,3000,1375.26,2019.0,11.0,nov,28.0,thursday
12853,M,New York,11,43701,2019-11-17,GGOEGFKA086699,Accessories,4,3.99,6.0,Clicked,20,0.1,4000,2964.3,2019.0,11.0,nov,17.0,sunday
17965,F,Illinois,7,43856,2019-11-19,GGOEAFKA087499,Accessories,1,2.39,6.0,Not Used,20,0.1,2500,1915.27,2019.0,11.0,nov,19.0,tuesday
15358,F,New Jersey,35,42569,2019-11-04,GGOEGCKQ084999,Accessories,1,3.99,6.0,Used,20,0.1,2000,2478.79,2019.0,11.0,nov,4.0,monday
16918,M,Washington DC,47,42550,2019-11-04,GGOEGCKQ084999,Accessories,1,3.99,6.0,Used,20,0.1,2000,2478.79,2019.0,11.0,nov,4.0,monday
17068,F,Washington DC,31,45063,2019-11-28,GGOEAFKA087499,Accessories,1,2.99,6.0,Clicked,20,0.1,3000,1375.26,2019.0,11.0,nov,28.0,thursday
13707,F,Illinois,28,43949,2019-11-20,GGOEAFKA087499,Accessories,10,2.39,6.5,Not Used,20,0.1,2500,1893.03,2019.0,11.0,nov,20.0,wednesday
12574,F,California,48,43629,2019-11-16,GGOEAFKA087599,Accessories,20,2.39,23.62,Clicked,20,0.1,4000,2716.48,2019.0,11.0,nov,16.0,saturday
12468,F,California,9,43087,2019-11-10,GGOEAFKA087499,Accessories,1,2.39,12.91,Clicked,20,0.1,3500,2431.73,2019.0,11.0,nov,10.0,sunday
12574,F,California,48,43627,2019-11-16,GGOEGFKA086699,Accessories,30,3.99,16.1,Used,20,0.1,4000,2716.48,2019.0,11.0,nov,16.0,saturday
18125,F,Illinois,3,43262,2019-11-13,GGOEAFKA087499,Accessories,5,2.39,12.91,Clicked,20,0.1,4000,2400.95,2019.0,11.0,nov,13.0,wednesday
16523,M,New York,6,43763,2019-11-17,GGOEAFKA087499,Accessories,13,2.39,6.0,Clicked,20,0.1,4000,2964.3,2019.0,11.0,nov,17.0,sunday
18125,F,Illinois,3,43242,2019-11-12,GGOEAFKA087599,Accessories,3,2.39,12.48,Not Used,20,0.1,4000,3390.82,2019.0,11.0,nov,12.0,tuesday
18125,F,Illinois,3,43242,2019-11-12,GGOEAFKA087499,Accessories,3,2.39,12.48,Clicked,20,0.1,4000,3390.82,2019.0,11.0,nov,12.0,tuesday
14701,M,Illinois,43,42988,2019-11-09,GGOEAFKA087499,Accessories,1,2.99,6.0,Clicked,20,0.1,3500,2926.69,2019.0,11.0,nov,9.0,saturday
17841,M,California,21,44519,2019-11-25,GGOEGFKA086699,Accessories,3,3.99,6.5,Clicked,20,0.1,2500,2643.59,2019.0,11.0,nov,25.0,monday
13707,F,Illinois,28,43971,2019-11-20,GGOEAFKA087599,Accessories,50,2.39,41.22,Used,20,0.1,2500,1893.03,2019.0,11.0,nov,20.0,wednesday
18145,F,Illinois,36,45033,2019-11-28,GGOEAFKA087599,Accessories,1,2.39,6.5,Not Used,20,0.1,3000,1375.26,2019.0,11.0,nov,28.0,thursday
17373,M,New Jersey,11,45026,2019-11-28,GGOEAFKA087599,Accessories,1,2.99,6.0,Not Used,20,0.1,3000,1375.26,2019.0,11.0,nov,28.0,thursday
17373,M,New Jersey,11,45026,2019-11-28,GGOEAFKA087499,Accessories,1,2.99,6.0,Not Used,20,0.1,3000,1375.26,2019.0,11.0,nov,28.0,thursday
12853,M,New York,11,43701,2019-11-17,GGOEAFKA087499,Accessories,2,2.39,6.0,Clicked,20,0.1,4000,2964.3,2019.0,11.0,nov,17.0,sunday
17841,M,California,21,44519,2019-11-25,GGOEAFKA087599,Accessories,3,2.39,6.5,Used,20,0.1,2500,2643.59,2019.0,11.0,nov,25.0,monday
14659,F,New York,42,43856,2019-11-19,GGOEAFKA087599,Accessories,1,2.39,6.0,Used,20,0.1,2500,1915.27,2019.0,11.0,nov,19.0,tuesday
15867,M,New York,11,42536,2019-11-03,GGOEAFKA087499,Accessories,2,2.39,6.5,Used,20,0.1,2000,2294.09,2019.0,11.0,nov,3.0,sunday
12347,M,New York,20,42392,2019-11-02,GGOEAFKA087499,Accessories,1,2.99,6.0,Clicked,20,0.1,2000,2437.58,2019.0,11.0,nov,2.0,saturday
17841,M,California,21,44531,2019-11-25,GGOEGFKA086699,Accessories,1,3.99,12.99,Not Used,20,0.1,2500,2643.59,2019.0,11.0,nov,25.0,monday
13174,M,Illinois,25,43318,2019-11-13,GGOEAFKA087499,Accessories,5,2.39,6.0,Clicked,20,0.1,4000,2400.95,2019.0,11.0,nov,13.0,wednesday
13174,M,Illinois,25,43313,2019-11-13,GGOEAFKA087599,Accessories,3,2.99,6.0,Used,20,0.1,4000,2400.95,2019.0,11.0,nov,13.0,wednesday
14662,M,California,36,43506,2019-11-15,GGOEAFKA087499,Accessories,2,2.39,12.91,Used,20,0.1,4000,737.08,2019.0,11.0,nov,15.0,friday
13174,M,Illinois,25,43313,2019-11-13,GGOEAFKA087499,Accessories,3,2.99,6.0,Used,20,0.1,4000,2400.95,2019.0,11.0,nov,13.0,wednesday
18125,F,Illinois,3,43241,2019-11-12,GGOEAFKA087499,Accessories,1,2.39,6.0,Clicked,20,0.1,4000,3390.82,2019.0,11.0,nov,12.0,tuesday
16725,F,Illinois,48,43487,2019-11-15,GGOEAFKA087499,Accessories,1,2.99,6.0,Used,20,0.1,4000,737.08,2019.0,11.0,nov,15.0,friday
15311,F,Illinois,40,43474,2019-11-15,GGOEGFKA086699,Accessories,5,4.99,6.0,Clicked,20,0.1,4000,737.08,2019.0,11.0,nov,15.0,friday
15311,F,Illinois,40,43474,2019-11-15,GGOEAFKA087499,Accessories,3,2.99,6.0,Used,20,0.1,4000,737.08,2019.0,11.0,nov,15.0,friday
12997,F,California,45,42503,2019-11-03,GGOEGCKQ084999,Accessories,1,3.99,6.0,Clicked,20,0.1,2000,2294.09,2019.0,11.0,nov,3.0,sunday
15227,M,Washington DC,42,42503,2019-11-03,GGOEAFKA087599,Accessories,1,2.39,6.0,Clicked,20,0.1,2000,2294.09,2019.0,11.0,nov,3.0,sunday
15227,M,Washington DC,42,42503,2019-11-03,GGOEAFKA087499,Accessories,1,2.39,6.0,Clicked,20,0.1,2000,2294.09,2019.0,11.0,nov,3.0,sunday
17786,F,California,9,42426,2019-11-02,GGOEGCKQ084999,Accessories,1,3.99,6.0,Clicked,20,0.1,2000,2437.58,2019.0,11.0,nov,2.0,saturday
17841,M,California,21,42489,2019-11-03,GGOEGCKQ084999,Accessories,1,3.99,6.0,Clicked,20,0.1,2000,2294.09,2019.0,11.0,nov,3.0,sunday
17841,M,California,21,42489,2019-11-03,GGOEAFKA087599,Accessories,1,2.39,6.0,Clicked,20,0.1,2000,2294.09,2019.0,11.0,nov,3.0,sunday
17757,F,New York,45,43412,2019-11-14,GGOEAFKA087599,Accessories,1,2.39,6.0,Clicked,20,0.1,4000,855.19,2019.0,11.0,nov,14.0,thursday
13148,M,New York,16,44389,2019-11-24,GGOEGFKA086699,Accessories,1,3.99,6.5,Clicked,20,0.1,2500,3875.08,2019.0,11.0,nov,24.0,sunday
14911,F,California,34,42764,2019-11-07,GGOEAFKA087499,Accessories,1,2.39,6.5,Used,20,0.1,3500,1252.63,2019.0,11.0,nov,7.0,thursday
14502,M,Illinois,22,44697,2019-11-27,GGOEAFKA087599,Accessories,1,2.39,6.5,Clicked,20,0.1,3000,2819.58,2019.0,11.0,nov,27.0,wednesday
14805,M,New York,20,44211,2019-11-22,GGOEGFKA086699,Accessories,1,3.99,6.5,Used,20,0.1,2500,2071.31,2019.0,11.0,nov,22.0,friday
14401,F,California,20,44145,2019-11-21,GGOEGFKA086699,Accessories,1,3.99,6.5,Clicked,20,0.1,2500,484.9,2019.0,11.0,nov,21.0,thursday
17757,F,New York,45,43412,2019-11-14,GGOEAFKA087499,Accessories,1,2.39,6.0,Clicked,20,0.1,4000,855.19,2019.0,11.0,nov,14.0,thursday
15079,F,California,45,43995,2019-11-20,GGOEAFKA087499,Accessories,1,2.39,6.0,Used,20,0.1,2500,1893.03,2019.0,11.0,nov,20.0,wednesday
14911,F,California,34,42762,2019-11-07,GGOEWCKQ085457,Accessories,1,16.99,6.0,Clicked,20,0.1,3500,1252.63,2019.0,11.0,nov,7.0,thursday
14911,F,California,34,42761,2019-11-07,GGOEGCKQ084999,Accessories,93,3.99,12.91,Used,20,0.1,3500,1252.63,2019.0,11.0,nov,7.0,thursday
14911,F,California,34,42761,2019-11-07,GGOEAFKA087499,Accessories,100,2.39,12.91,Used,20,0.1,3500,1252.63,2019.0,11.0,nov,7.0,thursday
14541,F,California,24,43400,2019-11-14,GGOEGFKA086699,Accessories,3,3.99,12.99,Clicked,20,0.1,4000,855.19,2019.0,11.0,nov,14.0,thursday
13174,M,Illinois,25,43310,2019-11-13,GGOEAFKA087599,Accessories,8,2.39,6.5,Clicked,20,0.1,4000,2400.95,2019.0,11.0,nov,13.0,wednesday
14541,F,California,24,43398,2019-11-14,GGOEAFKA087499,Accessories,1,2.39,48.59,Used,20,0.1,4000,855.19,2019.0,11.0,nov,14.0,thursday
13552,F,New York,50,43687,2019-11-17,GGOEGFKA086699,Accessories,1,4.99,6.0,Used,20,0.1,4000,2964.3,2019.0,11.0,nov,17.0,sunday
13707,F,Illinois,28,43971,2019-11-20,GGOEAFKA087499,Accessories,50,2.39,41.22,Clicked,20,0.1,2500,1893.03,2019.0,11.0,nov,20.0,wednesday
17180,F,Illinois,35,43549,2019-11-16,GGOEGFKA086699,Accessories,1,3.99,6.0,Used,20,0.1,4000,2716.48,2019.0,11.0,nov,16.0,saturday
14146,M,California,29,43631,2019-11-16,GGOEAFKA087499,Accessories,1,2.99,6.0,Clicked,20,0.1,4000,2716.48,2019.0,11.0,nov,16.0,saturday
12764,F,Illinois,25,42736,2019-11-06,GGOEAFKA087599,Accessories,1,2.99,6.0,Clicked,20,0.1,3500,2546.6,2019.0,11.0,nov,6.0,wednesday
15549,F,Illinois,5,43353,2019-11-14,GGOEAFKA087599,Accessories,1,2.99,6.0,Clicked,20,0.1,4000,855.19,2019.0,11.0,nov,14.0,thursday
12764,F,Illinois,25,42736,2019-11-06,GGOEAFKA087499,Accessories,1,2.99,6.0,Used,20,0.1,3500,2546.6,2019.0,11.0,nov,6.0,wednesday
13089,F,New Jersey,25,42700,2019-11-06,GGOEAFKA087599,Accessories,10,2.39,16.85,Clicked,20,0.1,3500,2546.6,2019.0,11.0,nov,6.0,wednesday
12476,M,Illinois,14,45014,2019-11-28,GGOEGFKA086699,Accessories,5,3.99,6.5,Clicked,20,0.1,3000,1375.26,2019.0,11.0,nov,28.0,thursday
15549,F,Illinois,5,43349,2019-11-14,GGOEAFKA087499,Accessories,4,2.39,6.5,Clicked,20,0.1,4000,855.19,2019.0,11.0,nov,14.0,thursday
17580,M,Illinois,30,45240,2019-11-30,GGOEAFKA087599,Accessories,1,2.99,6.0,Clicked,20,0.1,3000,1661.61,2019.0,11.0,nov,30.0,saturday
13174,M,Illinois,25,43310,2019-11-13,GGOEAFKA087499,Accessories,8,2.39,6.5,Clicked,20,0.1,4000,2400.95,2019.0,11.0,nov,13.0,wednesday
12668,F,California,32,45214,2019-11-30,GGOEAFKA087499,Accessories,8,2.39,12.48,Not Used,20,0.1,3000,1661.61,2019.0,11.0,nov,30.0,saturday
16767,M,Washington DC,29,43088,2019-11-10,GGOEAFKA087599,Accessories,3,2.99,6.0,Clicked,20,0.1,3500,2431.73,2019.0,11.0,nov,10.0,sunday
16767,M,Washington DC,29,43088,2019-11-10,GGOEAFKA087499,Accessories,3,2.99,6.0,Clicked,20,0.1,3500,2431.73,2019.0,11.0,nov,10.0,sunday
16755,F,California,33,43721,2019-11-17,GGOEGFKA086699,Accessories,1,4.99,6.0,Used,20,0.1,4000,2964.3,2019.0,11.0,nov,17.0,sunday
12476,M,Illinois,14,45005,2019-11-28,GGOEAFKA087599,Accessories,30,2.99,6.0,Used,20,0.1,3000,1375.26,2019.0,11.0,nov,28.0,thursday
13707,F,Illinois,28,43949,2019-11-20,GGOEAFKA087599,Accessories,5,2.39,6.5,Clicked,20,0.1,2500,1893.03,2019.0,11.0,nov,20.0,wednesday
