customer_id,predicted_6m_ltv,future_6m_ltv,segment,segment_name
13831,414.9412,0.0,0,Mid-Low
13838,1447.1426999999996,0.0,0,Mid-Low
13842,1472.1285000000003,2074.25,0,Mid-Low
13846,72.4793,0.0,2,Low
13848,997.2021999999996,0.0,2,Low
13854,2423.852600000002,2309.41,1,Mid-High
13869,1683.4414999999997,8128.5,2,Low
13874,136.71620000000001,0.0,2,Low
13880,57.242599999999996,0.0,0,Mid-Low
13890,218.8661000000002,25.99,2,Low
13941,1033.9883,0.0,0,Mid-Low
13948,165.24309999999997,0.0,2,Low
13958,430.50199999999984,0.0,0,Mid-Low
13959,463.3804,0.0,2,Low
13963,3107.0807999999956,4567.36,0,Mid-Low
13969,1384.4009999999982,1411.87,2,Low
13982,1131.0743,2486.14,2,Low
13983,297.7027,10132.99,2,Low
13984,102.18799999999997,66.46,2,Low
13999,498.9421000000002,1269.91,2,Low
14001,712.6014,0.0,0,Mid-Low
14016,809.1679999999999,0.0,2,Low
14030,294.2503,0.0,0,Mid-Low
14031,3452.8453000000013,1083.38,1,Mid-High
14032,1128.658300000001,266.99,1,Mid-High
14037,1615.9407000000003,0.0,2,Low
14045,174.04199999999997,150.72,0,Mid-Low
14047,199.41109999999952,54.760000000000005,1,Mid-High
14051,2599.4570999999983,2873.62,1,Mid-High
14057,888.9197,0.0,2,Low
14060,3043.3870000000043,3400.95,1,Mid-High
14062,3240.763099999996,3861.68,2,Low
14078,332.03159999999997,0.0,0,Mid-Low
14081,213.68729999999996,0.0,0,Mid-Low
14082,1038.3093,0.0,2,Low
14083,1544.0065000000002,2055.57,0,Mid-Low
14085,6280.522099999999,8749.5,1,Mid-High
14092,2153.6547000000005,2350.75,1,Mid-High
14107,554.1845999999996,17.990000000000002,2,Low
14135,4322.892999999999,3483.73,1,Mid-High
14142,141.44279999999998,0.0,0,Mid-Low
14146,3341.8118,4608.23,2,Low
14150,306.79310000000004,0.0,2,Low
14156,1173.2256000000002,8681.34,0,Mid-Low
14159,47.51689999999999,0.0,2,Low
14161,558.9241999999999,0.0,0,Mid-Low
14176,431.4594999999996,333.39,1,Mid-High
14180,3684.2295,18034.31,1,Mid-High
14189,2915.1173,4503.91,0,Mid-Low
14201,0.48,0.0,2,Low
14205,216.717,0.0,2,Low
14206,548.0912000000002,0.0,0,Mid-Low
14210,2063.8943000000004,2673.19,0,Mid-Low
14213,173.32129999999998,0.0,0,Mid-Low
14215,2174.6358999999975,3181.65,2,Low
14217,1260.0256000000002,658.37,2,Low
14220,414.18899999999985,0.0,2,Low
14236,165.8007,0.0,0,Mid-Low
14237,1230.6814000000004,0.0,0,Mid-Low
14243,2074.3935999999985,2238.96,1,Mid-High
14256,516.2341,0.0,2,Low
14264,100.31300000000002,0.0,0,Mid-Low
14282,171.2654,0.0,0,Mid-Low
14290,69.95189999999991,38.910000000000004,2,Low
14293,595.7511999999999,0.0,0,Mid-Low
14298,8267.648800000003,10763.3,2,Low
14299,1577.2445000000014,2214.38,0,Mid-Low
14307,2265.5098000000007,3163.4700000000003,0,Mid-Low
14309,217.3315,841.33,2,Low
14334,1579.4173000000008,2180.92,2,Low
14344,500.56619999999987,0.0,1,Mid-High
14355,377.4141,0.0,2,Low
14373,166.21579999999997,0.0,2,Low
14388,1119.5536000000002,0.0,1,Mid-High
14390,168.61520000000002,0.0,0,Mid-Low
14395,1384.2451999999998,1596.86,0,Mid-Low
14396,260.91729999999995,0.0,0,Mid-Low
14401,650.354799999999,595.1700000000001,2,Low
14404,940.5690999999991,1124.67,0,Mid-Low
14409,1448.9329,1924.99,0,Mid-Low
14413,341.0364,0.0,2,Low
14414,93.7263,0.0,2,Low
14415,1799.6026000000013,1932.85,2,Low
14419,1529.8296999999993,0.0,2,Low
14426,3059.509699999999,3947.04,2,Low
14437,212.06459999999998,0.0,2,Low
14440,3384.6771000000044,4646.78,2,Low
14441,307.5710000000003,30.88,2,Low
14443,3032.1263000000013,1265.57,0,Mid-Low
14448,664.5333999999999,0.0,2,Low
14449,277.1253,0.0,0,Mid-Low
14466,749.6702,980.0,0,Mid-Low
14479,269.27549999999997,0.0,2,Low
14487,181.68030000000002,0.0,0,Mid-Low
14491,159.465,0.0,0,Mid-Low
14496,499.9064000000001,725.25,0,Mid-Low
14498,284.2646,0.0,2,Low
14505,4275.044699999995,3233.49,2,Low
14506,394.33369999999996,0.0,0,Mid-Low
14524,955.7415000000002,0.0,2,Low
14525,423.1181000000004,383.53999999999996,2,Low
14527,9012.358699999992,9861.73,1,Mid-High
14543,1394.3273999999997,2128.5699999999997,2,Low
14544,440.1449999999999,0.0,2,Low
14560,1397.5149000000001,1217.23,2,Low
14565,215.95359999999997,0.0,2,Low
14573,1107.6206000000002,0.0,0,Mid-Low
14576,711.9862999999999,0.0,0,Mid-Low
14577,480.9303,0.0,2,Low
14589,268.0916999999999,0.0,0,Mid-Low
14594,624.8133,0.0,0,Mid-Low
14606,32231.57369999996,44053.4,3,High
14608,412.9582000000001,0.0,2,Low
14618,556.6661,555.61,2,Low
14621,411.8312000000001,0.0,2,Low
14625,1166.3621000000003,0.0,1,Mid-High
14639,842.0683999999998,0.0,1,Mid-High
14643,1298.0386,47.61,2,Low
14667,7801.387000000004,1125.55,1,Mid-High
14673,377.72790000000003,0.0,0,Mid-Low
14679,759.9748,0.0,0,Mid-Low
14680,3824.0379000000044,4666.53,1,Mid-High
14684,421.8694000000001,0.0,2,Low
14688,4236.823100000004,5361.01,0,Mid-Low
14696,1827.4093000000003,1460.79,1,Mid-High
14702,4202.781699999998,6010.92,2,Low
14708,862.3186000000002,0.0,1,Mid-High
14709,1612.243900000002,2235.35,2,Low
14713,3044.498900000002,3864.67,1,Mid-High
14723,10073.124799999998,0.0,1,Mid-High
14729,2364.5374000000006,0.0,0,Mid-Low
14733,3924.986499999999,5476.13,1,Mid-High
14735,2247.2754999999975,2792.05,2,Low
14739,448.3994999999998,484.07,2,Low
14741,1207.0684,0.0,1,Mid-High
14744,1271.8653999999979,1592.18,2,Low
14748,1224.784,97.67,0,Mid-Low
14766,512.8417,0.0,1,Mid-High
14769,3474.3826999999997,3615.17,2,Low
14775,201.68689999999998,0.0,0,Mid-Low
14777,91.9743,0.0,2,Low
14796,5057.946399999997,8490.99,1,Mid-High
14800,4858.017199999993,3540.3,1,Mid-High
14810,2970.014399999996,3991.8,0,Mid-Low
14813,701.9022,0.0,0,Mid-Low
14821,203.604,0.0,0,Mid-Low
14825,1115.0509000000002,0.0,1,Mid-High
14829,779.7813999999998,0.0,1,Mid-High
14841,793.0612999999998,0.0,2,Low
14849,2176.1551000000018,2343.69,1,Mid-High
14850,1353.5497,1591.75,2,Low
14865,82.7625,0.0,0,Mid-Low
14866,995.7812000000006,0.0,2,Low
14867,1506.9821999999997,933.8000000000001,0,Mid-Low
14871,1626.0171000000003,0.0,2,Low
14878,302.8413,0.0,2,Low
14896,876.0947999999999,0.0,2,Low
14898,904.0835000000013,699.91,1,Mid-High
14901,761.9466,0.0,1,Mid-High
14907,763.2681000000002,0.0,1,Mid-High
14911,28884.310999999958,29088.19,3,High
14913,140.2649,0.0,2,Low
14932,448.24859999999995,0.0,2,Low
14952,1056.0206,0.0,2,Low
14961,1056.8658999999984,670.6800000000001,2,Low
14985,1170.8146999999997,0.0,2,Low
14987,21.618600000000004,0.0,0,Mid-Low
15002,1584.3225999999997,1595.98,2,Low
15005,5073.295699999998,4935.14,1,Mid-High
15012,2341.3540000000007,0.0,0,Mid-Low
15018,210.43959999999998,0.0,2,Low
15021,2374.669,0.0,2,Low
15023,4539.426199999999,5710.0,0,Mid-Low
15024,672.4138999999999,0.0,0,Mid-Low
15028,85.67569999999999,0.0,0,Mid-Low
15032,2369.9486999999995,0.0,2,Low
15038,304.5931,0.0,0,Mid-Low
15039,13505.7566,20380.82,1,Mid-High
15044,4297.683900000001,2738.89,1,Mid-High
15048,56.9783,0.0,0,Mid-Low
15061,4373.676599999994,4538.8,1,Mid-High
15062,515.0045999999999,0.0,2,Low
15070,1652.4790999999998,0.0,0,Mid-Low
15078,2248.0885,3083.0,1,Mid-High
15079,3257.2422999999994,4435.98,2,Low
15081,227.73549999999994,0.0,2,Low
15093,1704.483000000002,1782.39,1,Mid-High
15100,928.2688000000013,40.05,1,Mid-High
15101,166.2232,12.0,2,Low
15107,1915.1184,335.73,1,Mid-High
15111,615.1699000000001,0.0,0,Mid-Low
15157,941.8825000000002,0.0,2,Low
15159,3496.8511000000044,5233.39,2,Low
15160,558.9145999999998,0.0,2,Low
15165,805.1109999999999,0.0,0,Mid-Low
15179,2410.0263999999975,3933.55,2,Low
15180,140.5085,0.0,0,Mid-Low
15181,296.3743,0.0,2,Low
15192,1338.1361000000002,0.0,2,Low
15194,12062.511499999995,16838.82,1,Mid-High
15197,338.43459999999965,13.6,2,Low
15204,153.0292,0.0,2,Low
15211,334.5322,0.0,2,Low
15221,295.0254,0.0,2,Low
15224,704.2052000000002,0.0,1,Mid-High
15235,4772.865299999995,6863.8,0,Mid-Low
15240,641.0088,1887.96,0,Mid-Low
15246,156.8059,0.0,2,Low
15260,291.50700000000006,0.0,0,Mid-Low
15271,907.6216999999992,954.53,2,Low
15279,1296.6771999999985,1794.0900000000001,2,Low
15288,289.90409999999997,0.0,2,Low
15290,672.9172999999998,217.2,2,Low
15291,1747.6809999999998,973.27,1,Mid-High
15298,716.9340000000005,972.94,2,Low
15299,120.22,0.0,0,Mid-Low
15301,719.6958999999999,0.0,0,Mid-Low
15304,23.3208,0.0,0,Mid-Low
15311,28658.296199999968,35841.92,3,High
15329,343.01019999999994,0.0,2,Low
15332,3345.9353999999985,0.0,1,Mid-High
15347,24.5486,0.0,2,Low
15350,545.4424000000001,0.0,0,Mid-Low
15351,5237.193000000001,0.0,0,Mid-Low
15353,550.0006999999999,0.0,0,Mid-Low
15356,1853.7169000000001,0.0,1,Mid-High
15358,6467.5999999999885,8903.22,2,Low
15361,291.7896,0.0,2,Low
15363,432.69309999999996,0.0,0,Mid-Low
15366,176.43769999999998,0.0,2,Low
15373,1723.1447999999998,815.6999999999999,1,Mid-High
15379,4582.411299999997,5255.24,2,Low
15380,77.27590000000001,0.0,0,Mid-Low
15384,700.4258000000002,0.0,1,Mid-High
15392,669.391,0.0,2,Low
15394,241.3058,0.0,2,Low
15426,3640.259699999999,0.0,0,Mid-Low
15454,413.23510000000005,0.0,2,Low
15456,940.4519000000001,0.0,2,Low
15465,1804.8239000000008,277.03000000000003,1,Mid-High
15468,360.39410000000004,0.0,2,Low
15482,142.8142,0.0,2,Low
15485,1391.1290000000001,1157.25,0,Mid-Low
15498,6841.392200000003,10543.55,1,Mid-High
15502,336.31449999999995,0.0,0,Mid-Low
15503,1859.3598999999992,0.0,2,Low
15512,210.84910000000002,0.0,2,Low
15513,2496.5126000000023,3295.7599999999998,1,Mid-High
15514,5409.3148999999985,0.0,1,Mid-High
15525,584.8552,0.0,0,Mid-Low
15529,6033.111999999998,7855.82,1,Mid-High
15532,1022.8681,0.0,2,Low
15535,654.7179000000002,4106.96,1,Mid-High
15544,812.9895000000001,0.0,0,Mid-Low
15545,1293.8553999999997,0.0,0,Mid-Low
15547,2808.8088999999995,5038.88,2,Low
15555,5584.579299999997,0.0,1,Mid-High
15563,1081.0124,0.0,2,Low
15570,7419.101000000003,8070.009999999999,1,Mid-High
15574,2112.0511000000006,0.0,1,Mid-High
15581,3514.813100000003,2482.59,2,Low
15596,484.409,2636.15,2,Low
15601,9123.204300000007,10839.640000000001,1,Mid-High
15602,1098.636200000001,1317.33,1,Mid-High
15605,296.2407,0.0,0,Mid-Low
15615,2424.7577999999976,2539.9,2,Low
15620,587.2850000000001,0.0,2,Low
15628,308.3803,0.0,0,Mid-Low
15640,5259.618700000004,7966.7,1,Mid-High
15641,452.2585000000001,0.0,2,Low
15646,1137.9599000000003,0.0,0,Mid-Low
15649,39.80639999999997,9.85,2,Low
15658,655.1588999999999,2141.68,0,Mid-Low
15660,1652.9355000000003,0.0,2,Low
15664,128.0032,0.0,2,Low
15680,428.55459999999994,0.0,2,Low
15689,114.4273,0.0,2,Low
15694,1079.9899000000014,899.99,1,Mid-High
15708,4181.911799999995,6282.55,0,Mid-Low
15713,919.4085000000002,0.0,1,Mid-High
15716,609.0799000000001,0.0,0,Mid-Low
15723,286.39709999999997,0.0,2,Low
15727,2699.741899999999,3429.56,2,Low
15732,130.5637,0.0,0,Mid-Low
15738,1713.9901000000025,1975.57,1,Mid-High
15750,857.5212999999999,0.0,2,Low
15752,499.23519999999996,0.0,0,Mid-Low
15759,425.12070000000006,0.0,2,Low
15769,827.7646999999986,817.0600000000001,0,Mid-Low
15777,966.7653999999999,14.790000000000001,2,Low
15780,393.4523,0.0,2,Low
15789,517.9842000000001,0.0,2,Low
15805,521.927,0.0,2,Low
15808,3114.868799999999,12133.99,1,Mid-High
15811,2136.9205999999995,0.0,1,Mid-High
15822,466.8338,0.0,2,Low
15823,800.4519999999985,685.59,0,Mid-Low
15827,1446.0159000000003,2106.58,0,Mid-Low
15834,252.32910000000004,0.0,0,Mid-Low
15838,443.80659999999955,255.6,2,Low
15854,1295.5979000000004,1479.6100000000001,2,Low
15856,1615.3760000000004,1189.16,1,Mid-High
15858,2341.0573,0.0,0,Mid-Low
15860,150.8918,0.0,0,Mid-Low
15862,726.2579,0.0,0,Mid-Low
15867,5345.220799999999,7397.69,1,Mid-High
15880,809.6915999999999,0.0,0,Mid-Low
15881,2937.0186999999983,4252.87,2,Low
15882,112.86619999999999,0.0,0,Mid-Low
15889,258.4372,0.0,0,Mid-Low
15894,404.2528,0.0,0,Mid-Low
15898,1605.1680000000006,0.0,0,Mid-Low
15899,102.39359999999999,0.0,0,Mid-Low
15916,2151.0640999999987,2935.06,2,Low
15919,385.4229,0.0,0,Mid-Low
15922,557.5954,0.0,0,Mid-Low
15923,712.2623,0.0,0,Mid-Low
15945,225.6922,0.0,0,Mid-Low
15950,347.7199,0.0,2,Low
15953,301.7098999999997,257.47999999999996,0,Mid-Low
15955,1004.7111000000001,0.0,0,Mid-Low
15965,215.78549999999998,0.0,0,Mid-Low
15973,217.1620999999998,195.48,2,Low
15983,958.8634000000001,0.0,1,Mid-High
15984,1593.3164999999995,151.79,0,Mid-Low
15987,267.8708,0.0,2,Low
15996,4312.312200000004,0.0,2,Low
15998,1136.0203999999999,0.0,2,Low
16003,138.17739999999998,0.0,2,Low
16010,168.5614,0.0,2,Low
16011,2117.4421,1009.49,1,Mid-High
16013,390.2638000000001,202.98000000000002,1,Mid-High
16016,1222.3158,0.0,0,Mid-Low
16019,2114.9197000000004,813.95,2,Low
16029,3035.2193000000007,2522.96,1,Mid-High
16033,4481.516100000002,5429.5,1,Mid-High
16037,317.7323,0.0,2,Low
16042,337.8608999999999,82.98,1,Mid-High
16048,317.2575,0.0,0,Mid-Low
16059,702.9110999999998,1317.67,0,Mid-Low
16062,499.8233,0.0,2,Low
16065,1837.8692999999994,0.0,0,Mid-Low
16081,222.0285,0.0,0,Mid-Low
16083,2679.9761000000003,0.0,2,Low
16086,1275.2570000000005,0.0,0,Mid-Low
16098,768.2323,0.0,0,Mid-Low
16122,487.1223000000004,581.98,2,Low
16125,211.14269999999996,0.0,0,Mid-Low
16134,428.05549999999994,42.0,2,Low
16138,0.6175999999999999,0.0,2,Low
16140,553.9004000000001,0.0,0,Mid-Low
16143,1184.8883000000005,960.7900000000001,1,Mid-High
16145,1539.0489000000002,1496.49,2,Low
16150,1089.0945,240.39,0,Mid-Low
16161,4999.151800000003,5611.58,1,Mid-High
16163,174.95509999999996,0.0,2,Low
16168,517.3318999999997,167.96,0,Mid-Low
16186,1203.6364999999998,0.0,0,Mid-Low
16191,1085.6485000000018,1309.41,2,Low
16202,250.19630000000004,0.0,2,Low
16203,216.5736999999999,26.48,0,Mid-Low
16210,3402.737,1474.73,1,Mid-High
16218,491.98090000000013,0.0,0,Mid-Low
16221,93.8759,0.0,0,Mid-Low
16233,480.98940000000016,495.94,1,Mid-High
16241,3743.3523999999966,5901.66,0,Mid-Low
16244,365.59259999999995,0.0,0,Mid-Low
16250,698.198,0.0,0,Mid-Low
16252,449.6051,0.0,2,Low
16255,2301.7355999999972,2972.02,2,Low
16262,135.0105,0.0,2,Low
16265,488.30559999999997,0.0,2,Low
16271,437.0120999999999,0.0,2,Low
16274,624.7958999999998,0.0,0,Mid-Low
16293,219.52110000000002,0.0,2,Low
16306,309.96409999999946,376.76,2,Low
16316,360.5981999999998,29.979999999999997,2,Low
16327,2971.9858000000004,4186.21,0,Mid-Low
16350,631.391,1021.49,2,Low
16353,800.0144,785.5,1,Mid-High
16365,440.89799999999997,0.0,1,Mid-High
16367,155.5293,0.0,2,Low
16385,548.0501,0.0,2,Low
16393,2031.3617999999997,0.0,1,Mid-High
16402,1054.1441999999997,0.0,0,Mid-Low
16411,633.2615000000001,0.0,0,Mid-Low
16422,937.7592000000001,3417.42,1,Mid-High
16442,757.7027,0.0,2,Low
16455,855.6784999999998,0.0,1,Mid-High
16456,4635.623900000002,7357.33,0,Mid-Low
16458,1000.1399000000002,0.0,2,Low
16470,1109.292,0.0,2,Low
16477,2554.1148000000003,3266.0,0,Mid-Low
16499,568.6902999999999,0.0,1,Mid-High
16503,2566.6954999999966,2655.33,2,Low
16510,128.135,0.0,0,Mid-Low
16519,252.13449999999997,0.0,2,Low
16520,988.6514,0.0,0,Mid-Low
16525,1050.7784000000004,2417.8,1,Mid-High
16531,1018.8558999999992,1197.3999999999999,2,Low
16539,1203.7372,0.0,1,Mid-High
16546,406.93449999999996,0.0,0,Mid-Low
16550,407.33169999999996,0.0,0,Mid-Low
16552,592.5946999999999,0.0,0,Mid-Low
16553,1059.8926000000001,0.0,1,Mid-High
16556,496.87829999999997,0.0,2,Low
16558,2340.4558000000015,1745.54,1,Mid-High
16560,473.35000000000014,0.0,2,Low
16565,371.4062000000001,0.0,2,Low
16570,1219.5834000000007,1978.8799999999999,2,Low
16579,180.6211,0.0,0,Mid-Low
16583,1199.0480999999997,0.0,0,Mid-Low
16596,147.184,0.0,2,Low
16607,882.4627000000004,0.0,2,Low
16634,132.33820000000003,0.0,0,Mid-Low
16638,427.5328999999993,277.28,1,Mid-High
16654,195.6932,0.0,0,Mid-Low
16656,355.23770000000013,134.73000000000002,2,Low
16658,406.0842,0.0,0,Mid-Low
16665,308.3809,0.0,2,Low
16670,1340.8877000000007,2004.58,2,Low
16679,735.1296000000001,0.0,2,Low
16684,3548.4442999999974,4501.12,2,Low
16700,525.3284,3229.52,2,Low
16701,854.2318999999984,450.43,2,Low
16705,1378.1864000000007,2068.74,2,Low
16710,1111.8519999999999,0.0,1,Mid-High
16711,310.36379999999997,0.0,2,Low
16713,3597.7838000000024,3574.34,0,Mid-Low
16717,440.3405999999997,525.03,2,Low
16718,265.2849,0.0,0,Mid-Low
16719,1601.881300000002,1770.1,0,Mid-Low
16722,622.9207,0.0,1,Mid-High
16725,11042.436299999996,6142.349999999999,1,Mid-High
16726,794.1518999999998,0.0,2,Low
16727,598.5045999999999,0.0,2,Low
16743,390.1387,0.0,2,Low
16746,1745.6703000000018,2516.89,2,Low
16752,464.452,0.0,0,Mid-Low
16754,162.56900000000005,0.0,0,Mid-Low
16770,5607.3175,7393.25,1,Mid-High
