customer_id,frequency,recency,T,monetary_value,predicted_purchases_6m,predicted_avg_value,predicted_ltv_6m,gender,location,tenure_months
12471,10.0,332.0,347.0,1229.592,3.869161271649928,1243.5179639440776,4811.371546693396,F,California,11
12472,2.0,292.0,354.0,5183.227,0.7432567838896379,2208.6740773582264,1641.6119913976886,F,New Jersey,2
12474,5.0,240.0,300.0,1121.3112,1.9158497652368904,1201.7981874185539,2302.464775227957,F,New York,17
12476,1.0,194.0,227.0,2545.3720000000003,0.580378750526418,1440.7101968844927,836.1575839384915,M,Illinois,14
12477,0.0,0.0,26.0,0.0,0.8390607707087329,1265.5940519672656,1061.910320648042,F,California,10
12480,0.0,0.0,147.0,0.0,0.403794218196528,1265.5940519672656,511.03956076829803,M,California,22
12481,3.0,113.0,264.0,2968.9473333333335,0.6942630160591655,1814.5807757351417,1259.7963222448598,F,California,49
12483,0.0,0.0,166.0,0.0,0.3738423347920394,1265.5940519672656,473.1326352863602,F,New York,39
12484,0.0,0.0,149.0,0.0,0.40041362761832133,1265.5940519672656,506.7611054403831,M,California,44
12489,0.0,0.0,150.0,0.0,0.39874480795883654,1265.5940519672656,504.6490572055331,M,California,2
12490,0.0,0.0,123.0,0.0,0.4494147135569727,1265.5940519672656,568.7765883442771,F,New York,26
12494,3.0,99.0,263.0,74.21300000000001,0.5808160947285333,881.6147637986403,512.0560441645446,F,California,28
12500,0.0,0.0,140.0,0.0,0.416097509079533,1265.5940519672656,526.6105325294523,F,Washington DC,46
12501,2.0,110.0,151.0,3867.567,1.3032213851063688,1891.9591929714861,2465.6416800290276,M,Illinois,8
12502,0.0,0.0,15.0,0.0,0.9336770224422449,1265.5940519672656,1181.6560860614125,F,California,23
12503,0.0,0.0,157.0,0.0,0.38744724986685497,1265.5940519672656,490.3509348825666,F,Illinois,36
12510,0.0,0.0,104.0,0.0,0.49374780489270864,1265.5940519672656,624.884285044106,F,California,25
12515,0.0,0.0,171.0,0.0,0.3666945996499187,1265.5940519672656,464.08650420545484,F,New York,28
12523,0.0,0.0,131.0,0.0,0.4330838579408912,1265.5940519672656,548.1083546130282,F,Illinois,35
12524,1.0,1.0,140.0,349.104,0.34771806699694613,1140.187761757152,396.46388453177144,F,Washington DC,20
12527,0.0,0.0,107.0,0.0,0.4861626467316348,1265.5940519672656,615.28455399222,F,Illinois,25
12528,0.0,0.0,34.0,0.0,0.7819264327287788,1265.5940519672656,989.6014423375248,F,New York,43
12530,0.0,0.0,151.0,0.0,0.3970900606460548,1265.5940519672656,502.5548188489677,M,California,29
12539,3.0,88.0,141.0,4277.601333333333,1.7764275829090066,2236.356856989144,3972.726005983208,M,Illinois,13
12540,3.0,212.0,233.0,813.567,1.5646346622140794,1119.9068049183493,1752.2450054246704,F,Illinois,25
12551,0.0,0.0,188.0,0.0,0.3443357214909869,1265.5940519672656,435.78924099884995,M,Illinois,41
12553,2.0,54.0,123.0,697.2489999999999,1.1683898909023072,1128.7780528295034,1318.8528659983822,F,Illinois,8
12557,2.0,196.0,332.0,103.606,0.6273627894182283,985.8721545639958,618.4995048970271,M,New York,50
12559,1.0,60.0,80.0,204.226,1.058387322507724,1120.3636376719408,1185.7786707106193,F,California,25
12567,2.0,310.0,320.0,3044.3379999999997,0.8687408877333481,1693.7857457595837,1471.4609324012717,F,Washington DC,23
12574,0.0,0.0,45.0,0.0,0.7154060940698466,1265.5940519672656,905.4136973959319,F,California,48
12577,0.0,0.0,202.0,0.0,0.32789418410972887,1265.5940519672656,414.9809290839324,F,New Jersey,10
12578,3.0,108.0,164.0,1681.5333333333335,1.6524672232069864,1399.6502961190322,2312.8762382886534,F,Illinois,8
12583,1.0,213.0,364.0,1377.66,0.3397726395192246,1280.9283971371863,435.22442253043135,M,Illinois,33
12585,1.0,10.0,170.0,849.162,0.30683101702569754,1208.612310976513,370.8397445667021,F,New Jersey,4
12586,0.0,0.0,302.0,0.0,0.24472857490215516,1265.5940519672656,309.727028742593,M,California,3
12591,0.0,0.0,59.0,0.0,0.6459750161423263,1265.5940519672656,817.5421381491866,F,California,25
12594,0.0,0.0,92.0,0.0,0.5266766947449854,1265.5940519672656,666.5588921790327,F,California,13
12600,3.0,315.0,330.0,207.73333333333335,1.2363164699942173,924.6480506422686,1143.1576139570836,M,New York,39
12601,0.0,0.0,136.0,0.0,0.42347663244404493,1265.5940519672656,535.9495071683112,F,California,10
12605,0.0,0.0,256.0,0.0,0.2770013046662026,1265.5940519672656,350.5712035727184,F,New York,37
12609,0.0,0.0,65.0,0.0,0.6202993812076532,1265.5940519672656,785.0472072953813,F,Illinois,3
12621,2.0,76.0,263.0,571.208,0.4108759830339012,1098.4365810640097,451.3212100450725,M,California,44
12625,2.0,63.0,78.0,1863.466,1.9876392613036322,1409.5179722044566,2801.6132610666596,M,New Jersey,26
12626,4.0,88.0,115.0,1000.3185000000001,2.9747145985161776,1162.6560362264697,3458.5698840158334,F,California,30
12637,1.0,40.0,96.0,177.62,0.8179257860805228,1116.7230528667174,913.396580850251,F,California,13
12643,0.0,0.0,135.0,0.0,0.42536322069412513,1265.5940519672656,538.337162036124,M,New York,48
12645,0.0,0.0,51.0,0.0,0.6838394814888137,1265.5940519672656,865.4631802726217,F,New Jersey,50
12647,3.0,121.0,309.0,461.4383333333333,0.5105267686228245,1006.4165705830219,513.802599668215,M,New York,28
12649,0.0,0.0,257.0,0.0,0.27620867756455325,1265.5940519672656,349.5680594274429,M,Illinois,33
12651,0.0,0.0,144.0,0.0,0.4089753214474976,1265.5940519672656,517.5967342253534,M,New York,44
12652,2.0,42.0,129.0,630.9215,0.9571216265626086,1112.8112327588456,1065.0956971552878,M,New York,21
12662,1.0,344.0,356.0,1112.691,0.4331440015294912,1244.6718341342848,539.1221388279753,M,Illinois,21
12664,0.0,0.0,90.0,0.0,0.532607654324475,1265.5940519672656,674.065079345293,M,Illinois,14
12665,1.0,28.0,131.0,92.48999999999998,0.537199620214299,1105.0744403556803,593.6455696676005,F,Illinois,10
12666,0.0,0.0,205.0,0.0,0.32457549788294915,1265.5940519672656,410.7808195349742,M,California,13
12668,1.0,153.0,184.0,4361.64,0.6654294062240882,1689.2360062137118,1124.0673125871403,F,California,32
12672,0.0,0.0,123.0,0.0,0.4494147135569727,1265.5940519672656,568.7765883442771,F,California,43
12673,0.0,0.0,113.0,0.0,0.471684596942352,1265.5940519672656,596.9612202948177,M,California,4
12676,0.0,0.0,21.0,0.0,0.8794492048459361,1265.5940519672656,1113.0256826603581,F,California,38
12678,0.0,0.0,172.0,0.0,0.3652981787105164,1265.5940519672656,462.31920217050475,M,New York,27
12681,6.0,258.0,286.0,1921.4876666666667,2.6108501236557284,1585.3298696975737,4139.05868633503,M,Illinois,27
12682,5.0,309.0,329.0,1876.2930000000001,2.015965372906826,1535.6196775875314,3095.7560959708076,F,Illinois,33
12683,4.0,171.0,263.0,1997.8239999999998,1.4082749500467409,1549.7299150632243,2182.4458187216023,M,Illinois,15
12686,0.0,0.0,334.0,0.0,0.2264054776533727,1265.5940519672656,286.5374258509162,M,Illinois,30
12691,3.0,121.0,186.0,169.41799999999998,1.491096549955058,912.2991095583196,1360.3260547894818,F,California,7
12693,0.0,0.0,78.0,0.0,0.571287976025739,1265.5940519672656,723.0186644185931,F,Illinois,4
12705,0.0,0.0,186.0,0.0,0.34682182759250463,1265.5940519672656,438.93564209349034,F,New Jersey,45
12708,2.0,179.0,302.0,1040.4575,0.6819096955466324,1211.3976052959813,826.0637722133022,F,California,25
12709,3.0,226.0,279.0,764.2686666666667,1.2832509908300858,1104.0180689761623,1416.7322809079783,M,Washington DC,36
12712,6.0,318.0,328.0,375.33116666666666,2.458738863976089,831.6076169003741,2044.7059672514886,M,Illinois,37
12720,2.0,271.0,305.0,2204.8035,0.8671504121088563,1491.6871244545507,1293.5171047082385,F,Illinois,20
12721,1.0,85.0,263.0,1889.0339999999999,0.3303781593285305,1350.901351139525,446.30830182390116,F,California,5
12724,0.0,0.0,132.0,0.0,0.4311270679095514,1265.5940519672656,545.6318527884157,M,California,19
12725,1.0,1.0,326.0,2809.272,0.08727849458753029,1476.8204851690307,128.8946687215791,F,New Jersey,48
12726,1.0,143.0,187.0,1086.206,0.6384379726201724,1241.0478061493816,792.3320452827239,M,Illinois,25
12727,0.0,0.0,81.0,0.0,0.5610864617475725,1265.5940519672656,710.1076886270864,M,Illinois,6
12728,0.0,0.0,134.0,0.0,0.42726699561245945,1265.5940519672656,540.7465682490524,F,California,5
12731,1.0,217.0,251.0,9199.03,0.5418555358951411,2351.1516842915453,1273.9845558625589,F,California,28
12734,0.0,0.0,171.0,0.0,0.3666945996499187,1265.5940519672656,464.08650420545484,F,California,27
12735,1.0,114.0,155.0,1891.726,0.7147571753299318,1351.2697061833371,965.8297183005088,M,Washington DC,5
12736,0.0,0.0,137.0,0.0,0.421606995800862,1265.5940519672656,533.5833061533589,F,New York,3
12738,0.0,0.0,335.0,0.0,0.22587725874913014,1265.5940519672656,285.86891514757014,M,New York,42
12744,1.0,1.0,69.0,8154.954,0.7641865031318672,2208.287397247335,1687.5434240126133,M,New York,16
12747,2.0,211.0,305.0,477.17,0.7538264973668275,1075.7990954689776,810.9658640077806,F,Illinois,9
12748,33.0,250.0,357.0,2081.910696969697,0.03736295390607976,1950.9083687487496,72.89169945654479,F,Illinois,28
12753,1.0,88.0,240.0,137.628,0.3822596441771615,1111.2508185011425,424.78634247182623,F,New York,13
12754,0.0,0.0,10.0,0.0,0.9845857133168247,1265.5940519672656,1246.0858224257206,F,California,11
12755,0.0,0.0,263.0,0.0,0.2715473571550837,1265.5940519672656,343.6687200429046,F,Illinois,37
12763,1.0,1.0,305.0,83.184,0.09889111065059764,1103.8010703565294,109.15611378487566,F,California,48
12764,0.0,0.0,55.0,0.0,0.6643494779409767,1265.5940519672656,840.7967477096582,F,Illinois,25
12766,2.0,128.0,270.0,1002.0374999999999,0.6285114359822134,1202.1488739686333,755.5643150424265,F,Illinois,22
12775,1.0,10.0,23.0,176.32,1.5923296017641968,1116.5451696731975,1777.90792537746,M,California,21
12778,0.0,0.0,30.0,0.0,0.8094406809363479,1265.5940519672656,1024.4233112133752,F,Illinois,42
12779,2.0,323.0,330.0,858.1625000000001,0.8521022204835137,1167.514276891013,994.841507785036,F,California,28
12782,3.0,124.0,188.0,838.3803333333332,1.4947278072100592,1127.9040834168543,1685.9095973489464,F,Illinois,19
12785,0.0,0.0,245.0,0.0,0.28603312601371816,1265.5940519672656,362.00182294856506,F,New Jersey,36
12791,0.0,0.0,362.0,0.0,0.21249662278987982,1265.5940519672656,268.93446186600363,F,Washington DC,26
12793,1.0,182.0,326.0,1194.304,0.36376652776782403,1255.8392041902378,456.83226674299016,F,Illinois,39
12797,1.0,51.0,263.0,45.672,0.25686250650213954,1098.6681823909,282.2066631430764,M,California,34
12808,0.0,0.0,302.0,0.0,0.24472857490215516,1265.5940519672656,309.727028742593,M,California,32
12820,0.0,0.0,111.0,0.0,0.4764117961008484,1265.5940519672656,602.9439354322755,M,California,24
12826,2.0,203.0,256.0,2959.355,0.9354244969591907,1673.3280431465694,1565.2720430080867,M,California,33
12829,2.0,124.0,213.0,179.358,0.8958532417710858,1004.10770624305,899.5331437251655,M,New Jersey,15
12836,1.0,1.0,26.0,2225.1330000000003,1.4088096480794916,1396.8908614924803,1967.953322984679,M,Illinois,6
12838,0.0,0.0,360.0,0.0,0.2134328717292217,1265.5940519672656,270.1193729547954,F,California,31
12839,2.0,96.0,281.0,804.6924999999999,0.4480706785039598,1154.642604218621,517.3614951018167,F,California,45
12841,4.0,299.0,333.0,1840.0307500000001,1.5666979304229962,1488.4995305372668,2332.029133928337,F,California,19
12842,0.0,0.0,8.0,0.0,1.006637804250784,1265.5940519672656,1273.994817545181,F,New Jersey,27
12853,1.0,16.0,44.0,451.66700000000003,1.2351603798754607,1154.2217878932909,1425.6490219948105,M,New York,11
12854,1.0,3.0,71.0,4189.335,0.7650864130230903,1665.658957244908,1274.3730369182877,M,New York,42
12855,0.0,0.0,348.0,0.0,0.21922937138458573,1265.5940519672656,277.4553884408544,F,New York,33
12865,0.0,0.0,209.0,0.0,0.32025483955972883,1265.5940519672656,405.3126200605238,M,New Jersey,34
12867,1.0,1.0,213.0,2827.658,0.1854268631446541,1479.3363008583049,274.3086898041717,M,Illinois,32
12868,2.0,307.0,356.0,1702.8780000000002,0.757442404053825,1370.8601047813397,1038.3475733870564,F,California,8
12870,0.0,0.0,269.0,0.0,0.2670420240567224,1265.5940519672656,337.96679727148734,F,California,28
12872,1.0,142.0,257.0,1418.5120000000002,0.4396447471552864,1286.518308076936,565.6110162651313,M,New Jersey,20
12875,0.0,0.0,239.0,0.0,0.2912147468208268,1265.5940519672656,368.5596514215916,F,New Jersey,24
12877,1.0,77.0,199.0,187.56400000000002,0.460515936837434,1118.0837224639188,514.8953729131572,F,New Jersey,23
12908,0.0,0.0,32.0,0.0,0.7954350797386356,1265.5940519672656,1006.6979056433248,M,Washington DC,32
12913,0.0,0.0,288.0,0.0,0.2537191738814261,1265.5940519672656,321.1054773343813,F,New York,21
12915,0.0,0.0,343.0,0.0,0.22173913161076844,1265.5940519672656,280.6317260549752,F,Washington DC,3
12916,1.0,1.0,87.0,2458.323,0.6124726379178483,1428.7990014131751,875.1002934499148,F,New York,2
12921,2.0,189.0,353.0,1788.2359999999999,0.5484976655311886,1391.4080800192305,763.1840836917812,M,New York,49
12924,0.0,0.0,117.0,0.0,0.4625116868282197,1265.5940519672656,585.3520398151416,M,California,45
12928,0.0,0.0,203.0,0.0,0.3267803534249044,1265.5940519672656,413.5712715943199,F,Illinois,21
12929,0.0,0.0,25.0,0.0,0.846824480379822,1265.5940519672656,1071.736025428973,F,Illinois,26
12931,1.0,4.0,189.0,7.673,0.23725743699924054,1093.4686566443138,259.4335709144325,F,New York,44
12935,0.0,0.0,76.0,0.0,0.5783035682361717,1265.5940519672656,731.8975561911446,F,New York,23
12939,0.0,0.0,145.0,0.0,0.4072333334013334,1265.5940519672656,515.39208451553,F,Illinois,19
12942,0.0,0.0,264.0,0.0,0.2707858519069931,1265.5940519672656,342.70496353037936,F,New Jersey,4
12944,1.0,1.0,179.0,932.281,0.24413647466618754,1219.9857518704976,297.8430206046415,F,California,43
12947,4.0,286.0,351.0,898.3155,1.4028663449117396,1123.0746034794968,1575.5235640464828,M,California,48
12951,1.0,47.0,127.0,709.713,0.6485848100577822,1189.531054474086,771.5117730239085,F,New York,18
12956,0.0,0.0,0.0,0.0,1.1064879658914117,1265.5940519672656,1400.3645882055293,F,Illinois,48
12957,1.0,15.0,167.0,25.92,0.33825522168981687,1095.965452515204,370.7160371049108,F,Illinois,44
12963,1.0,1.0,265.0,186.973,0.1276739621915782,1118.0028540274802,142.73985411518103,M,New York,9
12967,2.0,143.0,334.0,135.26500000000001,0.46887001059353606,993.4933306465701,465.81922846486475,F,New York,34
12970,0.0,0.0,88.0,0.0,0.5386771807981511,1265.5940519672656,681.7466359486353,F,California,2
12971,14.0,324.0,336.0,249.2182142857143,5.564699592663958,564.9270709781697,3143.649441757064,F,Washington DC,43
12980,2.0,70.0,200.0,138.29500000000002,0.6530277374197034,994.2227334555723,649.2550221197253,M,California,23
12989,1.0,129.0,246.0,18.310000000000002,0.4443558415881231,1094.9241516669838,486.5359428891443,F,California,5
12990,0.0,0.0,17.0,0.0,0.9148335832077316,1265.5940519672656,1157.8079414476056,F,California,47
12997,1.0,18.0,58.0,269.41200000000003,1.0500353966704394,1129.283248327931,1185.7873836113015,F,California,45
13000,0.0,0.0,251.0,0.0,0.28103429536937996,1265.5940519672656,355.6753326182989,M,New Jersey,32
13001,1.0,46.0,111.0,63.885000000000005,0.7402951644324578,1101.1603259321137,815.1836645524129,F,Illinois,45
13002,0.0,0.0,65.0,0.0,0.6202993812076532,1265.5940519672656,785.0472072953813,F,Washington DC,44
13004,2.0,139.0,190.0,1659.2069999999999,1.1151156574933545,1360.3473159787209,1516.9445916769314,F,California,37
13008,1.0,129.0,223.0,1389.8850000000002,0.5017649125783612,1282.6011833224022,643.5642706226678,F,Illinois,48
13011,0.0,0.0,335.0,0.0,0.22587725874913014,1265.5940519672656,285.86891514757014,F,New York,18
13013,0.0,0.0,331.0,0.0,0.22800515599613455,1265.5940519672656,288.56196924657644,M,Illinois,13
13021,1.0,56.0,257.0,415.838,0.2781379456225361,1149.319190246657,319.66927843976185,M,Illinois,29
13027,0.0,0.0,177.0,0.0,0.35847472254678325,1265.5940519672656,453.6834766358247,F,New York,15
13029,0.0,0.0,172.0,0.0,0.3652981787105164,1265.5940519672656,462.31920217050475,F,New York,35
13030,0.0,0.0,291.0,0.0,0.25173702962845035,1265.5940519672656,318.59688735767406,M,California,39
13033,0.0,0.0,187.0,0.0,0.34557424653632207,1265.5940519672656,437.35671092943863,M,California,50
13034,0.0,0.0,306.0,0.0,0.24227649407236976,1265.5940519672656,306.6236898294737,F,Illinois,40
13047,2.0,351.0,364.0,843.453,0.7844350313481082,1163.973303089357,913.0614344972607,M,California,43
13048,0.0,0.0,116.0,0.0,0.4647706203065633,1265.5940519672656,588.210932589123,M,Illinois,45
13049,0.0,0.0,65.0,0.0,0.6202993812076532,1265.5940519672656,785.0472072953813,M,New York,3
13050,8.0,275.0,279.0,889.652375,3.7202515773870823,1055.3970703505538,3926.3426157413533,F,Illinois,10
13064,0.0,0.0,116.0,0.0,0.4647706203065633,1265.5940519672656,588.210932589123,M,New Jersey,15
13065,1.0,1.0,350.0,602.7860000000001,0.07618731607643707,1174.8998881406235,89.51246913594024,F,Illinois,32
13068,0.0,0.0,81.0,0.0,0.5610864617475725,1265.5940519672656,710.1076886270864,F,California,47
13069,4.0,319.0,322.0,1276.29675,1.6928305101014842,1269.7471467036346,2149.466710054218,F,New York,38
13077,0.0,0.0,268.0,0.0,0.2677824161167129,1265.5940519672656,338.9038330587351,F,New York,45
13078,7.0,228.0,279.0,273.6832857142857,2.801316369195094,743.8561137292912,2083.776307715711,F,California,28
13081,5.0,203.0,325.0,2636.0816,1.2485078726767762,1871.566534406333,2336.6655524446974,F,New York,5
13082,0.0,0.0,160.0,0.0,0.3828019411267548,1265.5940519672656,484.4718597715443,M,Illinois,45
13089,19.0,304.0,324.0,1255.2034210526315,7.528782517735152,1257.7933293351598,9469.652428822445,F,New Jersey,25
13090,4.0,257.0,349.0,166.225,1.282220887172788,838.9928520560317,1075.7741590949126,M,New Jersey,4
13092,0.0,0.0,207.0,0.0,0.32240052974624694,1265.5940519672656,408.0281927979456,F,Washington DC,2
13093,6.0,334.0,353.0,1558.883,2.2916196110632714,1408.5669053826564,3227.899543869599,M,California,35
13094,2.0,149.0,302.0,74.841,0.5876223999934397,978.9476424184684,575.25156310586,M,Washington DC,10
13097,1.0,55.0,213.0,2037.755,0.3631633232581132,1371.2513253114264,497.98818832218967,M,California,33
13098,1.0,2.0,60.0,390.79200000000003,0.8704107752973359,1145.8920652736574,997.3968009419095,F,California,5
13102,7.0,251.0,258.0,759.0501428571428,3.428888211147959,999.1555942373736,3425.9928381830637,F,New York,10
13104,0.0,0.0,178.0,0.0,0.3571409135142404,1265.5940519672656,451.99541585777826,F,New York,20
13107,1.0,21.0,139.0,68.973,0.4648154828822709,1101.8565333849056,512.15997663229,F,California,20
13108,0.0,0.0,347.0,0.0,0.21972674122615973,1265.5940519672656,278.08485675397833,F,Illinois,45
13110,0.0,0.0,21.0,0.0,0.8794492048459361,1265.5940519672656,1113.0256826603581,F,New York,36
13113,5.0,264.0,271.0,3401.3214,2.377110823836965,2209.9236847013603,5253.233510757272,M,New Jersey,44
13115,1.0,116.0,268.0,101.2,0.37697188116768043,1106.2662577522635,417.03127225720084,F,Illinois,26
13117,2.0,267.0,342.0,477.15,0.7408004883955156,1075.794280928984,796.948928725294,M,New Jersey,30
13124,1.0,1.0,205.0,3151.1580000000004,0.19734060184710647,1523.6018493996007,300.6685059358817,M,New York,4
13126,2.0,141.0,277.0,663.6635,0.65161176508789,1120.6931161820632,730.256819557242,F,Washington DC,37
13136,0.0,0.0,256.0,0.0,0.2770013046662026,1265.5940519672656,350.5712035727184,F,California,48
13137,0.0,0.0,9.0,0.0,0.9954823104507186,1265.5940519672656,1259.8764909450604,M,California,37
13138,1.0,1.0,340.0,261.832,0.0805580926711871,1128.2460524764845,90.88935005130166,F,California,21
13140,0.0,0.0,268.0,0.0,0.2677824161167129,1265.5940519672656,338.9038330587351,M,New York,34
13141,2.0,20.0,41.0,321.718,2.359910344579116,1038.3776019161694,2450.4780443412237,F,Illinois,25
13144,0.0,0.0,136.0,0.0,0.42347663244404493,1265.5940519672656,535.9495071683112,M,California,38
13145,0.0,0.0,335.0,0.0,0.22587725874913014,1265.5940519672656,285.86891514757014,F,California,4
13148,4.0,210.0,246.0,3717.62075,1.9084645811155265,2217.0830262323807,4231.224428956924,M,New York,16
13155,2.0,183.0,297.0,1529.391,0.7115460304020886,1329.0970997894708,945.7137653741266,F,California,8
13158,0.0,0.0,74.0,0.0,0.5854986842355309,1265.5940519672656,741.0036522031481,F,New York,47
13161,0.0,0.0,37.0,0.0,0.7625371817719371,1265.5940519672656,965.0625216544452,F,Illinois,4
13162,1.0,15.0,146.0,166.784,0.4058854852568326,1115.2403280321162,452.65986172130465,F,New York,14
13165,0.0,0.0,170.0,0.0,0.36810188864724186,1265.5940519672656,465.86756078986605,F,Illinois,31
13168,0.0,0.0,66.0,0.0,0.616223309670714,1265.5940519672656,779.888555402838,F,Illinois,24
13173,0.0,0.0,283.0,0.0,0.257093580029612,1265.5940519672656,325.37610568444717,F,California,8
13174,3.0,256.0,304.0,5599.450333333334,1.2309353979839341,2662.3856554565173,3277.2247463860854,M,Illinois,25
13178,0.0,0.0,220.0,0.0,0.308951180586996,1265.5940519672656,391.0067764991667,F,California,9
13183,0.0,0.0,146.0,0.0,0.4055063643340756,1265.5940519672656,513.2064427360771,F,New York,42
13187,0.0,0.0,152.0,0.0,0.3954492060741475,1265.5940519672656,500.4781630626186,F,Illinois,50
13198,2.0,165.0,233.0,1973.54,0.9434049281879593,1436.015755966208,1354.7443411340785,M,California,50
13199,5.0,259.0,277.0,250.42020000000002,2.290232838349826,816.7264792068446,1870.4938026293519,M,California,47
13208,0.0,0.0,11.0,0.0,0.9739387469086755,1265.5940519672656,1232.6110850680718,F,Illinois,4
13209,2.0,123.0,233.0,89.2735,0.7779410219041638,982.4219348412156,764.2663239314411,F,California,18
13211,0.0,0.0,224.0,0.0,0.30503809042399466,1265.5940519672656,386.05439286406056,F,Illinois,33
13221,0.0,0.0,207.0,0.0,0.32240052974624694,1265.5940519672656,408.0281927979456,F,New York,35
13225,1.0,75.0,233.0,437.668,0.36882790610181343,1152.306259565533,425.0027049035683,F,New York,50
13230,2.0,243.0,254.0,4270.4235,1.0268498972215463,1988.9376295143215,2042.340400446847,M,California,30
13233,1.0,1.0,148.0,206.96,0.3221668942393057,1120.7377397112355,361.06459685954815,M,Illinois,30
13238,0.0,0.0,214.0,0.0,0.31501485379595817,1265.5940519672656,398.68092524550246,M,California,19
13240,0.0,0.0,261.0,0.0,0.27308340020259664,1265.5940519672656,345.6127269874027,F,California,24
13246,1.0,16.0,125.0,202.248,0.49921891561600995,1120.0929815513389,559.1716036391629,F,California,25
13253,0.0,0.0,165.0,0.0,0.3753059398046559,1265.5940519672656,474.9849650847571,M,Illinois,38
13255,0.0,0.0,360.0,0.0,0.2134328717292217,1265.5940519672656,270.1193729547954,M,California,15
13263,0.0,0.0,104.0,0.0,0.49374780489270864,1265.5940519672656,624.884285044106,M,New Jersey,16
13266,0.0,0.0,202.0,0.0,0.32789418410972887,1265.5940519672656,414.9809290839324,F,Washington DC,12
13267,5.0,149.0,279.0,2260.3324000000002,1.0366969649491713,1705.4258964812848,1768.0098508278675,M,California,46
13269,1.0,93.0,320.0,1613.88,0.2584036154584923,1313.2511417320084,339.34884302854385,F,California,41
13270,0.0,0.0,268.0,0.0,0.2677824161167129,1265.5940519672656,338.9038330587351,M,Illinois,7
13280,2.0,106.0,152.0,2492.135,1.2709105175667463,1560.8555743604297,1983.7077658573548,F,California,43
